id,name,short_code,address,created_at
1ed5f662-6e4d-4107-9578-59a6fb39a19f,Ahmedabad Distribution Centre 96,AHM-DI-96,"H.No. 443, Nagy Marg, Ahmedabad, Manipur, 738721",2025-11-03 09:01:53
9c8cafc4-fe6b-4a4c-bb99-9577bc3a3d9f,Varanasi Main Warehouse 6,VAR-MA-06,"H.No. 89, Chander Path, Varanasi, Uttarakhand, 433200",2023-07-22 09:01:53
dd04a37d-359e-4c2a-801b-d9f57ee8f35f,Nagpur Main Warehouse 67,NAG-MA-67,"791, Sachdeva Chowk, Nagpur, Rajasthan, 676320",2023-09-20 09:01:53
6140c110-f330-4fa0-aef1-8aa98c5b56d3,Indore Cold Storage 50,IND-CO-50,"H.No. 632, Shetty Circle, Indore, Arunachal Pradesh, 172788",2025-01-31 09:01:53
f85157ff-7d68-45ef-8d74-5d1c35d93ae5,Gwalior Distribution Centre 98,GWA-DI-98,"57/98, Sehgal Marg, Gwalior, Goa, 743487",2026-02-15 09:01:53
37632bb3-d2bc-47ce-a751-61b6cecd5ad2,Faridabad Storage Hub 88,FAR-ST-88,"34/714, Magar Ganj, Faridabad, Karnataka, 812236",2024-12-03 09:01:53
cbb77f8c-20eb-4ad7-ac02-36af24cbe307,Chennai Cold Storage 96,CHE-CO-96,"23/166, Shukla Path, Chennai, Maharashtra, 366909",2025-08-09 09:01:53
f9dc9232-5937-4b39-9b02-e5e1241af588,Ahmedabad Storage Hub 99,AHM-ST-99,"70, Misra Path, Ahmedabad, Tripura, 688937",2025-08-03 09:01:53
ec849e1f-7f13-4a50-a342-1692dbb63b38,Visakhapatnam Cold Storage 46,VIS-CO-46,"467, Ramachandran Nagar, Visakhapatnam, Karnataka, 272980",2026-01-20 09:01:53
5bdbe664-a721-4ac5-8fa6-8e2795da5d3f,Varanasi Export Hub 71,VAR-EX-71,"99, Chacko Nagar, Varanasi, Rajasthan, 272046",2025-09-08 09:01:53
2a5dcf8d-1e73-470f-a71a-ebe49f12d3e4,Varanasi Sorting Centre 14,VAR-SO-14,"H.No. 37, Nazareth Path, Varanasi, Tripura, 464170",2024-11-02 09:01:53
ae0414ed-108d-4add-b39d-b60c31b6b484,Jodhpur Retail Warehouse 55,JOD-RE-55,"80/531, Balasubramanian Nagar, Jodhpur, Haryana, 092327",2024-01-23 09:01:53
6713ffcd-6bf4-4c80-98f4-d60a0ca1ce39,Howrah Storage Hub 80,HOW-ST-80,"19/374, Ganesh Path, Howrah, Punjab, 241904",2025-08-11 09:01:53
be38f8e5-ea80-45d7-8cbf-c5ce888630b8,Allahabad Regional Depot 38,ALL-RE-38,"66/31, Kibe, Allahabad, Bihar, 919058",2024-02-06 09:01:53
80981c64-35fe-49b8-b1b2-762717337812,Bengaluru Distribution Centre 31,BEN-DI-31,"51, Om Circle, Bengaluru, Andhra Pradesh, 716572",2025-05-07 09:01:53
7035e190-f0dd-4c0c-8141-480f62f636b4,Howrah Main Warehouse 68,HOW-MA-68,"28, Yohannan Road, Howrah, Tripura, 769453",2024-12-11 09:01:53
0f9d56ae-979a-468c-8ba3-1a783eaaebc9,Tiruchirappalli Fulfilment Centre 44,TIR-FU-44,"H.No. 473, Raghavan Chowk, Tiruchirappalli, Karnataka, 752735",2025-05-13 09:01:53
f3886e56-fbdf-4e7e-b302-73584148cde3,Bhopal Retail Warehouse 86,BHO-RE-86,"H.No. 54, Majumdar, Bhopal, Nagaland, 831367",2023-08-23 09:01:53
d8c2fedd-7e98-4d83-b21b-d152b80a37d4,Howrah Export Hub 18,HOW-EX-18,"37/77, Chander Nagar, Howrah, Jharkhand, 634957",2025-01-21 09:01:53
38f28fc9-cc91-4dc6-9744-805c4d9fa4ac,Bengaluru Fulfilment Centre 30,BEN-FU-30,"85/68, Pandey Path, Bengaluru, Tamil Nadu, 444313",2024-05-23 09:01:53
4c01a2b6-ff54-4edb-8c56-24cc547e25ef,Nashik Sorting Centre 93,NAS-SO-93,"H.No. 18, Handa Street, Nashik, Gujarat, 498941",2025-11-07 09:01:53
c2f065a8-50f7-49d8-86d2-9283a1b38b0b,Hyderabad Distribution Centre 86,HYD-DI-86,"435, Mittal Street, Hyderabad, Andhra Pradesh, 400842",2025-02-28 09:01:53
3f324153-1f40-43c9-9d58-8e7dc6ab21c9,Srinagar Main Warehouse 78,SRI-MA-78,"71/094, Srinivas Chowk, Srinagar, Manipur, 204711",2023-11-24 09:01:53
79db8128-92db-4c85-aafe-a21ad081f88a,Hyderabad Export Hub 48,HYD-EX-48,"71, Bera, Hyderabad, Chhattisgarh, 941318",2024-08-13 09:01:53
3f31ded9-12a4-4732-ba38-6e6e7b33647d,Jabalpur Distribution Centre 38,JAB-DI-38,"99, Kara, Jabalpur, Tripura, 774964",2025-05-26 09:01:53
5cbe1aa4-6d39-47fa-af97-1ed2256c90cc,Coimbatore Storage Hub 3,COI-ST-03,"90/91, Kakar Ganj, Coimbatore, Himachal Pradesh, 232812",2024-03-13 09:01:53
9fd214f9-335b-4014-abed-093611dd2cdb,Srinagar Regional Depot 75,SRI-RE-75,"H.No. 679, Manne Chowk, Srinagar, Arunachal Pradesh, 447134",2023-12-09 09:01:53
013f48c7-651c-472f-ae35-63c02608c66f,Lucknow Bulk Store 97,LUC-BU-97,"93/618, Dixit Ganj, Lucknow, Himachal Pradesh, 102499",2024-07-10 09:01:53
7e58618d-ed60-4eb7-8592-e46214216dbc,Guwahati Sorting Centre 80,GUW-SO-80,"H.No. 71, Modi Chowk, Guwahati, Tamil Nadu, 488771",2023-07-23 09:01:53
9d33478b-5a06-4ded-b795-406c07d432ce,Jodhpur Bulk Store 99,JOD-BU-99,"06/59, Bal Road, Jodhpur, Assam, 990490",2024-06-13 09:01:53
08b72ea9-7650-4f43-94a8-e4976e04acff,Coimbatore Bulk Store 85,COI-BU-85,"787, Golla Road, Coimbatore, Odisha, 717565",2025-05-15 09:01:53
a9baa684-4732-4c3e-af39-f8f386eb8246,Howrah Sorting Centre 98,HOW-SO-98,"H.No. 12, Sabharwal Path, Howrah, Tamil Nadu, 468071",2024-07-08 09:01:53
4405a677-02f2-4a3a-8de3-4e8884bfceac,Hubli Retail Warehouse 12,HUB-RE-12,"H.No. 45, Raval Zila, Hubli, West Bengal, 876038",2023-09-16 09:01:53
0dbf12a7-1344-44f1-9fd2-633d0c08e878,Allahabad Regional Depot 19,ALL-RE-19,"H.No. 97, Behl Chowk, Allahabad, Gujarat, 824771",2024-09-12 09:01:53
9dbae818-a77a-4d09-bc98-bf7a993ffe89,Nashik Sorting Centre 50,NAS-SO-50,"H.No. 932, Atwal Road, Nashik, Nagaland, 131712",2024-05-31 09:01:53
4d026ce9-31c0-424b-9a86-ba8a2193b71e,Coimbatore Fulfilment Centre 19,COI-FU-19,"48, Sagar Road, Coimbatore, Uttarakhand, 737826",2025-04-10 09:01:53
7811cf28-9aec-4038-b8ec-be35b57809e5,Coimbatore Distribution Centre 38,COI-DI-38,"982, Majumdar Zila, Coimbatore, Tripura, 584044",2026-02-21 09:01:53
c3454a2a-9d56-420f-b783-d2a7346ce920,Tiruchirappalli Export Hub 40,TIR-EX-40,"97/27, Sule Circle, Tiruchirappalli, Kerala, 886753",2024-08-08 09:01:53
b55eefc3-917c-4eb9-aac0-b678bd3047ad,Vijayawada Fulfilment Centre 23,VIJ-FU-23,"39/636, Nadkarni Nagar, Vijayawada, Telangana, 662702",2023-09-15 09:01:53
e842665e-7222-41b1-a9d3-3b2ef0b9b62e,Nagpur Distribution Centre 24,NAG-DI-24,"95/17, Vora Zila, Nagpur, Manipur, 262174",2023-11-06 09:01:53
c18d7b9a-8dd3-4dc1-b266-b4e128f1ed83,Tiruchirappalli Fulfilment Centre 38,TIR-FU-38,"H.No. 96, Narasimhan Zila, Tiruchirappalli, West Bengal, 578091",2024-01-05 09:01:53
1c076fd2-e50a-4034-adc8-f035fd287454,Surat Bulk Store 52,SUR-BU-52,"431, Chaudhari Marg, Surat, Tripura, 724005",2024-08-14 09:01:53
33876543-d961-4032-aafb-94034e1ad6b4,Howrah Main Warehouse 53,HOW-MA-53,"H.No. 455, Dhingra Marg, Howrah, Haryana, 922219",2024-06-15 09:01:53
73267c60-0420-47f8-a2f5-fb3222d5c46f,Chandigarh Main Warehouse 72,CHA-MA-72,"93, Dhar Chowk, Chandigarh, Haryana, 474074",2024-11-15 09:01:53
92b752b6-a232-4349-9d0c-7421f2b19ce2,Surat Bulk Store 82,SUR-BU-82,"82/175, Mistry, Surat, Rajasthan, 474367",2025-11-14 09:01:53
519b1ae1-22f7-486d-9859-233fd6d94ff5,Aurangabad Bulk Store 4,AUR-BU-04,"H.No. 369, Merchant Path, Aurangabad, Tamil Nadu, 064090",2024-05-26 09:01:53
4b3d964d-f9ed-4885-aeea-e23b5527e1c4,Srinagar Storage Hub 96,SRI-ST-96,"74/39, Kanda Path, Srinagar, Rajasthan, 942104",2025-08-05 09:01:53
e29650bf-493f-42d7-af2a-67685be263fc,Vadodara Export Hub 93,VAD-EX-93,"09, Deep Path, Vadodara, Assam, 562328",2025-07-24 09:01:53
eb71cc46-9ae5-4076-8f02-ed647f90b31f,Allahabad Sorting Centre 29,ALL-SO-29,"H.No. 88, Gala Road, Allahabad, Himachal Pradesh, 451712",2025-04-15 09:01:53
ece7d6f8-2436-49bc-a6c5-1eb146886210,Raipur Sorting Centre 47,RAI-SO-47,"685, Rana Zila, Raipur, Andhra Pradesh, 817549",2024-05-18 09:01:53
36302d21-fcd9-4d60-9fd4-030147637bb3,Bhopal Export Hub 18,BHO-EX-18,"51, Sinha Ganj, Bhopal, Andhra Pradesh, 931746",2024-05-10 09:01:53
4ca35852-489e-4645-88c5-7aeaf06b83d3,Howrah Main Warehouse 37,HOW-MA-37,"H.No. 200, Tailor Road, Howrah, Bihar, 382675",2023-11-18 09:01:53
ca569ae1-dc43-4e9a-8de8-d4a708f17b66,Mumbai Cold Storage 53,MUM-CO-53,"86/926, Suri Zila, Mumbai, Punjab, 405377",2023-09-18 09:01:53
aeb2c268-34fd-4428-ace8-e137d9e9ac12,Raipur Distribution Centre 19,RAI-DI-19,"515, Parmer Circle, Raipur, Arunachal Pradesh, 431713",2023-09-03 09:01:53
0c308999-fb75-46d6-855f-fcbcba826ef6,Chandigarh Sorting Centre 79,CHA-SO-79,"90/053, Jha Street, Chandigarh, Assam, 933529",2024-12-25 09:01:53
ccc82e09-a11d-4f49-bd5d-3dac7202e976,Ludhiana Main Warehouse 71,LUD-MA-71,"H.No. 422, Krishna Circle, Ludhiana, Uttar Pradesh, 102053",2023-12-12 09:01:53
2298fb0c-e9cd-4a86-83e0-cb7e97c76f80,Surat Bulk Store 76,SUR-BU-76,"50/24, Date Nagar, Surat, Telangana, 811775",2024-01-23 09:01:53
78333160-66b6-4f10-9fb3-09cb28b028dc,Agra Export Hub 87,AGR-EX-87,"91/78, Bassi Ganj, Agra, Telangana, 700766",2025-10-15 09:01:53
30349d44-fa9a-4dbc-a90a-6adb7726bd1e,Varanasi Regional Depot 12,VAR-RE-12,"17/711, Divan Path, Varanasi, Assam, 499856",2024-01-02 09:01:53
86d8247c-9513-4a2d-b6f3-a24be446e65e,Howrah Bulk Store 74,HOW-BU-74,"84/78, Sani, Howrah, Bihar, 836736",2025-02-20 09:01:53
3325aca3-99c4-420d-a013-574a7011208d,Agra Bulk Store 81,AGR-BU-81,"H.No. 76, Chandran Marg, Agra, Karnataka, 545271",2025-12-30 09:01:53
3ebb6762-7c08-4c5a-a599-4b4f47ff31ce,Indore Main Warehouse 72,IND-MA-72,"H.No. 116, Pradhan Zila, Indore, Uttar Pradesh, 809885",2024-11-06 09:01:53
53205519-9471-4539-aeb5-fca013c6568d,Varanasi Distribution Centre 87,VAR-DI-87,"16/560, Muni Road, Varanasi, Kerala, 983273",2023-11-15 09:01:53
b3610e0b-9e5e-410f-b7c5-dfa25550965c,Kota Storage Hub 99,KOT-ST-99,"H.No. 585, Mallick Zila, Kota, Odisha, 689980",2025-09-01 09:01:53
9d747d49-e854-447c-8c34-84626189fc7f,Allahabad Cold Storage 74,ALL-CO-74,"40/24, Nori Road, Allahabad, Kerala, 229612",2025-04-04 09:01:53
da585f27-adbf-437e-8022-25039e1329d2,Mysuru Distribution Centre 33,MYS-DI-33,"01/836, Setty Marg, Mysuru, Karnataka, 545991",2023-11-02 09:01:53
e9556ed9-733e-49f0-9501-d550b23d9ace,Nagpur Regional Depot 52,NAG-RE-52,"H.No. 229, Bumb Nagar, Nagpur, Himachal Pradesh, 679764",2024-09-06 09:01:53
de2cfe7b-e004-4bc6-bdda-ff793f665770,Surat Fulfilment Centre 76,SUR-FU-76,"815, Choudhry Marg, Surat, Jharkhand, 840369",2023-12-20 09:01:53
2e94e518-4908-4b45-96d9-27c1bab57d5f,Tiruchirappalli Regional Depot 66,TIR-RE-66,"H.No. 034, Devan Ganj, Tiruchirappalli, Tripura, 451076",2025-06-09 09:01:53
eb8dd29e-8ff2-464e-a1b5-81928c2316d3,Jodhpur Main Warehouse 4,JOD-MA-04,"268, Tella Ganj, Jodhpur, Nagaland, 160607",2023-11-13 09:01:53
8d65161a-369f-4536-8173-dbe9116fc24a,Lucknow Retail Warehouse 97,LUC-RE-97,"H.No. 596, Ravel, Lucknow, Tamil Nadu, 416052",2025-07-28 09:01:53
7b7b30d3-b181-4a63-bef2-83d1dc13ae2c,Mumbai Main Warehouse 86,MUM-MA-86,"75/16, Kohli Zila, Mumbai, Maharashtra, 816453",2023-10-24 09:01:53
a18f6e30-b47e-4810-92bc-df4409fb7290,Navi Mumbai Bulk Store 77,NAV-BU-77,"H.No. 21, Comar Circle, Navi Mumbai, Mizoram, 552312",2025-02-07 09:01:53
92774071-4861-46ef-9cd3-5a8a9749b937,Faridabad Distribution Centre 8,FAR-DI-08,"H.No. 32, Dua, Faridabad, Tripura, 277997",2025-11-15 09:01:53
21c03337-8f4e-47db-b44a-981be41d4cf9,Mysuru Bulk Store 65,MYS-BU-65,"99/552, Bir Chowk, Mysuru, Meghalaya, 449058",2025-08-20 09:01:53
eeba5d28-bcb2-483d-88cb-b49609508907,Chennai Distribution Centre 86,CHE-DI-86,"H.No. 477, Bhandari Nagar, Chennai, Kerala, 119986",2025-08-29 09:01:53
9c575f09-df4c-4d93-885b-6a95a5331f59,Vijayawada Cold Storage 4,VIJ-CO-04,"98, Sengupta Nagar, Vijayawada, Uttar Pradesh, 597820",2026-01-24 09:01:53
d3b9becf-a732-4c69-b774-52f9f6280f54,Chennai Bulk Store 68,CHE-BU-68,"15, Thaman Zila, Chennai, Rajasthan, 037788",2026-01-16 09:01:53
9c92bc50-eb77-40d4-8062-eaff57d3bc83,Vijayawada Regional Depot 11,VIJ-RE-11,"25/54, Rege Marg, Vijayawada, Tripura, 905151",2025-05-18 09:01:53
a4563046-b886-400a-85e0-55242f77cf17,Jodhpur Sorting Centre 10,JOD-SO-10,"64/49, Nath Street, Jodhpur, Assam, 546291",2023-10-18 09:01:53
bae6790b-c215-4edb-8cdc-5d6dec2c1c16,Hubli Cold Storage 7,HUB-CO-07,"H.No. 86, Datta Path, Hubli, Sikkim, 685054",2024-12-05 09:01:53
fba3a8a1-41e4-4cf5-8f95-74544b5ac997,Rajkot Storage Hub 81,RAJ-ST-81,"357, Kara Ganj, Rajkot, Chhattisgarh, 141888",2024-09-26 09:01:53
3ad98ec2-2454-47e2-a1fe-9f5025d5c772,Nagpur Sorting Centre 57,NAG-SO-57,"H.No. 592, Puri, Nagpur, Chhattisgarh, 292706",2024-05-26 09:01:53
2caeb868-1f69-4302-9863-81b040deb42b,Rajkot Storage Hub 7,RAJ-ST-07,"H.No. 37, Mane, Rajkot, Tripura, 383473",2024-02-26 09:01:53
8af5401c-cde2-4d79-b1d5-40db8add0402,Nashik Fulfilment Centre 82,NAS-FU-82,"H.No. 97, Manda Chowk, Nashik, Tripura, 886239",2025-06-01 09:01:53
d3b18af3-c00d-4d0c-8375-8a6dd80021bb,Pimpri Main Warehouse 64,PIM-MA-64,"407, Chauhan Path, Pimpri, Tamil Nadu, 412478",2024-12-18 09:01:53
11706aa6-79ba-434a-a65a-5f27752a6e05,Srinagar Sorting Centre 37,SRI-SO-37,"613, Palla Chowk, Srinagar, Andhra Pradesh, 068536",2025-02-07 09:01:53
979ad06e-b22f-444e-8f33-57b45d004863,Lucknow Main Warehouse 92,LUC-MA-92,"H.No. 530, Chaudhary Path, Lucknow, Uttarakhand, 220472",2023-07-23 09:01:53
5241a7d5-53f5-464c-a35b-10fc180b4a70,Srinagar Storage Hub 93,SRI-ST-93,"77/901, Kunda Nagar, Srinagar, Gujarat, 898614",2025-01-26 09:01:53
ba434422-7e56-47c5-bbee-d8c2a10f10d5,Mysuru Bulk Store 86,MYS-BU-86,"410, Saini Ganj, Mysuru, Rajasthan, 117980",2025-11-01 09:01:53
9fd919a9-0008-47a4-abac-b7e1c3d95528,Gwalior Storage Hub 45,GWA-ST-45,"89/324, Agarwal Marg, Gwalior, Punjab, 396218",2026-02-23 09:01:53
6821e862-19d0-4fe8-a0e0-96f96f38ad18,Howrah Distribution Centre 96,HOW-DI-96,"H.No. 18, Tripathi Circle, Howrah, Uttar Pradesh, 670654",2023-10-03 09:01:53
8620b2c3-908a-4384-afe3-e86badbc623e,Amritsar Retail Warehouse 50,AMR-RE-50,"05/153, Natarajan Zila, Amritsar, Chhattisgarh, 585277",2023-08-12 09:01:53
e7a92a8c-711f-4c5d-87a9-e1a2588d64a3,Hyderabad Storage Hub 73,HYD-ST-73,"22/170, Jaggi Road, Hyderabad, Arunachal Pradesh, 054868",2024-03-28 09:01:53
02628bef-7a18-45fb-93be-7f671fc81478,Gwalior Distribution Centre 99,GWA-DI-99,"40, Mangal Ganj, Gwalior, Kerala, 541566",2024-01-08 09:01:53
be7e1df8-00ea-46c7-be3e-1f24fe26a534,Visakhapatnam Main Warehouse 51,VIS-MA-51,"76/527, Pillai Chowk, Visakhapatnam, Uttar Pradesh, 161692",2023-07-29 09:01:53
748686ee-b501-45cd-89bc-bc23ef4cf9b3,Allahabad Export Hub 34,ALL-EX-34,"45/11, Merchant Path, Allahabad, Jharkhand, 962757",2026-01-05 09:01:53
fad1f4a9-6c4d-46c7-91f3-8deadf8cefed,Nagpur Fulfilment Centre 26,NAG-FU-26,"H.No. 596, Bhandari Road, Nagpur, Assam, 582029",2024-12-05 09:01:53
a8fe3272-2485-4ed9-8fc8-bfa421262476,Thane Distribution Centre 17,THA-DI-17,"70/213, Pathak Path, Thane, Madhya Pradesh, 927557",2023-07-11 09:01:53
92498762-584f-4773-a091-6ed31d36620b,Ghaziabad Cold Storage 92,GHA-CO-92,"H.No. 928, Rao Path, Ghaziabad, Karnataka, 310278",2023-08-05 09:01:53
56780bf1-8b61-46d3-a139-0f4bd9633d5a,Lucknow Fulfilment Centre 45,LUC-FU-45,"81, Lad Road, Lucknow, Tamil Nadu, 394731",2023-08-20 09:01:53
fbb1c11e-553a-4834-9bf9-57de46d48351,Meerut Distribution Centre 60,MEE-DI-60,"172, Chahal Chowk, Meerut, Uttar Pradesh, 518844",2024-09-03 09:01:53
f9610dec-50d9-4c01-8314-a11cf9ffd759,Kolkata Retail Warehouse 2,KOL-RE-02,"258, Dara Ganj, Kolkata, Gujarat, 370589",2025-08-17 09:01:53
ffcc0894-3c2e-4e79-9a13-d2a3be794258,Lucknow Distribution Centre 11,LUC-DI-11,"H.No. 78, Chadha Street, Lucknow, Assam, 678669",2024-07-05 09:01:53
fc3d48f5-8dff-489f-9cf7-6e7620b5ebc5,Lucknow Main Warehouse 49,LUC-MA-49,"H.No. 251, Shukla Chowk, Lucknow, Sikkim, 289226",2025-11-19 09:01:53
a04ff8ee-1856-469b-9d4e-c14ae26b915e,Thane Bulk Store 31,THA-BU-31,"01/82, Gala Road, Thane, Goa, 358414",2023-11-21 09:01:53
20da0bf9-2b11-44bf-aa60-ddb911fe3d74,Navi Mumbai Cold Storage 17,NAV-CO-17,"842, Walla Road, Navi Mumbai, Assam, 992299",2024-11-21 09:01:53
f3338002-52e7-4c9e-8022-c910516dc615,Amritsar Export Hub 74,AMR-EX-74,"H.No. 90, Bumb Nagar, Amritsar, Arunachal Pradesh, 396907",2023-06-19 09:01:53
0be1cc1e-8da1-49d5-b6f9-99f430bc5f28,Agra Bulk Store 16,AGR-BU-16,"84/473, Mishra Marg, Agra, Manipur, 027677",2025-09-01 09:01:53
9fd81674-4a13-43dc-a76e-3cb278fcb2dd,Indore Retail Warehouse 10,IND-RE-10,"592, Nagar Path, Indore, Telangana, 625881",2023-09-14 09:01:53
c020b7b7-e817-49e7-acfd-0897b969fcf3,Raipur Export Hub 38,RAI-EX-38,"H.No. 37, Loke Zila, Raipur, Manipur, 210469",2025-05-04 09:01:53
3115909a-1a1d-455f-a684-ca88eb35d104,Visakhapatnam Sorting Centre 7,VIS-SO-07,"32, Munshi Path, Visakhapatnam, Gujarat, 787747",2024-03-01 09:01:53
f71259ce-ee15-47f4-9005-e4b4e548de21,Lucknow Sorting Centre 42,LUC-SO-42,"H.No. 168, Khosla Chowk, Lucknow, Gujarat, 004797",2026-01-25 09:01:53
53a6495b-1a9c-48cb-a916-91243988b5be,Surat Bulk Store 38,SUR-BU-38,"H.No. 80, Sankar Zila, Surat, Chhattisgarh, 565060",2024-10-08 09:01:53
