id,name,short_code,warehouse_id
01214a06-08c0-49c4-9b54-7f6f63574412,Unit-M22,UNM22,cc1e0f7c-b976-4f47-8585-f8680748d62d
7c6a74c7-06c3-4b15-a5e1-62899fe29f1b,Rack-V46,RAV46,0a2d32a1-c038-4f65-9820-271793ade9e9
eba8e778-95d4-4380-8246-307e754f27f4,Bay-I43,BAI43,3cb2a10b-e3db-49c8-a1b5-3c53fee61a6c
c6a99c5f-6e19-43fa-ae8c-c02a53c5123f,Bin-T74,BIT74,e612822e-2c99-4ea5-8e11-cda098af571b
4c8e8330-2546-4157-8968-73a0276d82bf,Block-G24,BLG24,20c0c848-b633-423d-a014-8af8cd975439
a0d2e649-845f-42f9-af7a-68f38c728c51,Zone-Y32,ZOY32,dafde232-a398-47af-a247-c2d0221b6465
e56cbc3c-83c6-4f83-9ffe-5a768047c557,Aisle-O95,AIO95,c24b8c5a-2e85-45ae-a1f9-ea1fa2c60054
a7786342-9075-4623-97d5-8bfdcc6beb11,Shelf-D15,SHD15,fca14dcc-7015-4c7b-8512-91d7a9d1391a
b8917d8a-c55e-4c4f-8a3d-aa15cd9dfd97,Rack-W67,RAW67,a9d0d6cd-121e-4efb-9fa8-735acafe9104
dc6bb869-7e76-45ef-a8be-ed0e38b91a13,Shelf-R33,SHR33,c5502802-9273-4261-a1da-758bd033fd76
5c8b7656-088d-47ed-88d8-6fa552ae976c,Block-Q79,BLQ79,a0d1e154-1ef8-46bb-b2a5-05d73f00953d
9bca3c5e-24db-4b4c-9d91-1e7caddd8e8f,Zone-T29,ZOT29,ab8efc33-56f2-4960-9c1b-a314b91b7452
40123f62-2cbb-4ad2-8858-7e7d39e02c6c,Shelf-H46,SHH46,efe1d757-b026-4db4-a5c9-a082ae9e43d6
3cbc62bf-06fd-4add-b80f-b4119d69db54,Block-D65,BLD65,1e8524ef-9010-4540-bd71-3edafe1d0d1c
8006c9e1-2098-405b-8278-6726acb5c0bb,Rack-V59,RAV59,26ced7f8-3134-4363-949d-5ce91ac841a7
556b4d52-0144-4b85-b7a7-0c32ce608482,Bay-W69,BAW69,d889aed8-971f-4587-87e8-8e5340ce78b6
cd36cc05-a095-4266-bb3f-ed5e0418f26a,Rack-E19,RAE19,9dbae818-a77a-4d09-bc98-bf7a993ffe89
5a3929a6-c332-45c5-a158-b22e7c40dcae,Bay-E45,BAE45,e5fa3982-62ef-449a-ad95-edd5c3307c27
8cf0fe93-3943-4d25-adf0-85f4a22a8f2f,Aisle-A43,AIA43,64e4c8ad-8f6e-4ebd-9ea4-374238376eab
4935caf1-3a5d-4fd3-9978-add21703332a,Bay-R21,BAR21,fc395008-6d7a-4819-ad44-53aea2582204
7c0f6823-54b0-4af9-85e5-430e32f96ea3,Unit-P71,UNP71,1eab1b34-03b3-465d-8e42-26c464f97cea
382801d5-0cb4-4478-be64-78d187cc700f,Bin-E09,BIE09,b9368732-1655-4e54-b907-f4fba971695a
38c1d270-c366-4758-b9c6-79def18f8884,Row-V33,ROV33,01cea3ad-a260-4cf2-b5ff-426f8c8c5f68
fd15b10b-6fba-4472-9a9e-38c25ff91ad8,Unit-I58,UNI58,2307e025-325d-43c8-b55a-efd67feb29f6
104a072c-6ec5-4ac5-9276-547abc742fe3,Block-A38,BLA38,b0fb4272-ef3e-4af4-879a-5087948241db
0c38c790-8ced-47ed-85c5-e22f4f6d1c63,Bin-H59,BIH59,aceb67b6-9c9b-42b3-8fca-e3b860445275
49c69b07-416e-411d-8e7a-cdabc78cda94,Row-X71,ROX71,fc4810d0-a6e4-40a8-8b19-85555af37210
5ffadcbe-a4ad-496f-8c2b-b2e757f90d72,Row-Z24,ROZ24,7a0eeea1-0a07-463e-a9e5-48bea192c08d
1245b972-bc04-4276-a5a3-6cd0c84b88a8,Bay-N11,BAN11,91554224-c7a3-4836-b00e-cf492267c174
14e2f5dc-27a0-4416-93c0-ab2f4dc43aba,Aisle-P44,AIP44,a04df5d6-11fa-41d0-a134-0907d36d77a0
4f992d5b-37d2-4a5a-95e0-0a138a0fa597,Rack-Z35,RAZ35,18aef368-089c-406d-97c8-e0cca183c8b1
378a755f-9d02-4c3f-baab-2e4aff5d96bc,Aisle-T24,AIT24,60d3739a-c8cb-4c2d-bf60-edaafcc3fe3c
f95300ee-974d-43bb-bf32-edfdefe72dd6,Row-N80,RON80,1cd51898-b8da-4357-a22a-4c14702d9c6b
70472a5a-49f8-4272-8541-1230dca8b079,Unit-U80,UNU80,73e85901-e7ef-41bd-9eec-4ba4a3017ee2
e9cea9fb-5e06-49b2-a726-45021417c604,Bin-R68,BIR68,bf3aece2-7311-441d-8130-da3d0e66b60e
ba9e1625-40e3-46c5-80aa-7278b6101f14,Row-K38,ROK38,db2bdca0-f9a8-4f3d-bb65-3549b08db74a
16ccd619-dbd5-4bfa-b612-f50d8813fe38,Zone-Q34,ZOQ34,b15382e3-b732-4d15-af59-37afaaf11240
9bfd8665-9458-4d37-830c-ab2a0cb91a11,Bay-C31,BAC31,3f7f2b56-8050-43bc-922b-d908eeedef6e
a133d7a6-0a92-4607-8920-09f3d01007e6,Rack-D79,RAD79,3ac2adc3-4993-4293-b7f4-f8f5ca1f23b5
d01410ae-07e5-4096-8902-d7c087e72d30,Bin-W28,BIW28,5a74afb1-f9da-496f-b020-2465ecb25789
12685485-3034-49d1-83c8-ead381e68bb5,Rack-W43,RAW43,c26ae744-9483-4ddd-8994-a5e90df8cb3b
18350c53-c4ad-4d57-8131-1eecf2d308e8,Block-F90,BLF90,9d317c27-960a-4901-81b2-344cbac1039c
336e7712-875d-4d54-bfd3-1adcbc645398,Zone-V09,ZOV09,1b8ef331-7427-40be-8583-970901d21619
aa288b8f-0eb8-4785-93c6-bb17bf0e4cf7,Section-I49,SEI49,ca55e593-b713-4de2-9ce7-a418c72ba798
4586e87f-cfe8-431d-90f1-bb4c9caa4449,Unit-T04,UNT04,2f60f3fd-2c28-4645-8115-9ee313d70b8e
e6652f97-7d01-4a85-9af6-ee8150698cc7,Aisle-I68,AII68,18897418-de27-4b08-8240-26fb79104a89
2499907a-9a5f-46a4-a79f-56709f51ac9e,Bay-P78,BAP78,02345d30-369c-4404-9139-82dfdc157773
c6257077-4287-4409-a936-b4963ecda521,Block-X86,BLX86,fe1e4740-79e7-4d09-8011-1a7e8ea4d319
76497b9e-72a6-40db-aba6-5123f84285a6,Block-D09,BLD09,99abb213-425e-4ba1-9cc7-caf235407c91
8a58f0d5-3884-436a-889f-3c07d03aa0b6,Block-R52,BLR52,5dcd54fa-9dd9-4da7-9882-66d1f3e3d674
24bf8d9b-e1bd-4890-b88d-6372b15e5687,Aisle-W31,AIW31,9fe0e1c8-2334-4fbe-98aa-c642ba52671b
8869f492-b017-4c95-8fad-4b65a9ceca6c,Row-A85,ROA85,cd2c66a7-c974-4974-af90-b1a974ad1a26
ffac4742-2b1e-4967-8342-f4fd0d63d359,Zone-T33,ZOT33,b3eac8d7-b2d1-4102-92e1-19cb0a47b7f4
736b3a14-e0a5-4079-896e-7519d1fb8db6,Rack-K30,RAK30,19a2e858-6c5a-4ee1-a0bc-57ccccafe6f5
2f677d06-d75a-4eaa-929d-381abb4c95fb,Block-B17,BLB17,74057f58-1159-4456-8429-f10a15a88cb1
7a6408b4-6d39-4a37-b331-41d3457e19db,Row-U39,ROU39,a611e7aa-54ed-45a2-a08d-674f64c697df
fce3e7aa-f422-475f-9d75-804d8b0d9c18,Section-B28,SEB28,a4551e92-a730-4750-a461-70560f7c58fb
9db2975a-be12-4be8-a47b-1c24c2e390b8,Aisle-Z84,AIZ84,c1a256df-05d4-4c4a-acd1-8a66156037bf
907b50a5-aad7-4144-bcb1-d76448fc68bc,Shelf-R53,SHR53,1880249f-6819-4e02-b465-982ab421dbec
2794ddaf-cfdd-4836-9fff-20fb88a40108,Bay-J59,BAJ59,503bf974-1e3d-4904-8195-4e7b429da7c4
828db55f-684c-4a98-ac09-c0e97f8401a1,Block-G09,BLG09,51a87324-d3e2-4dfe-b91c-0c65a3622ecd
4f567199-08f3-4ab4-9b56-1064cdd8e902,Aisle-U10,AIU10,fd6f22f5-f9ab-46c6-b24f-6f6886d93b7e
5ef1c768-0346-49b6-b4b5-6b6d8b2e10cc,Unit-W02,UNW02,26ced7f8-3134-4363-949d-5ce91ac841a7
1b29222d-9d92-4bf8-961f-295e1ed76998,Unit-F72,UNF72,27a623d0-2048-452f-9c18-63a4a7fbbc1b
f23c006a-4df4-4a59-9e27-b2a6881d81e7,Unit-Y07,UNY07,01568c00-d4de-46e7-9d0c-91e5048bd42d
342b54ce-d77d-404f-b45c-948929f79119,Block-C41,BLC41,ef4f98af-385d-4df3-a776-2a37f16b5a15
84d35795-907f-4709-8486-21c09296b6fc,Zone-T66,ZOT66,7cb84f49-5f72-4ea8-b722-9e5ec43ba33f
172ee1fc-7f8f-4d40-a7ad-7352c6e60e1d,Unit-M49,UNM49,feb84c4f-5c90-46a0-b05f-91c8c11759b8
4d8d7f3a-0fdc-4574-9a2d-59e8b38b6415,Zone-N42,ZON42,b56b82e0-a325-40df-bc30-939755ce18b4
546183ff-dbdf-4cad-a07b-dc58cbf1d9e5,Shelf-Q04,SHQ04,912f6f63-ded7-4a5e-bc0c-79b6bc319004
8bcbeda2-6347-4acc-a795-2dbce10ae61f,Unit-V67,UNV67,866bb79a-bbed-420e-8c3b-809552812365
2717ac2d-e064-40ef-8246-ba4d9c6bd429,Zone-E10,ZOE10,2593b6be-d4a4-4927-a41f-8ee022d0b5e3
a540640a-05ed-4e1f-909d-d34c20f2bfce,Unit-W70,UNW70,d94fbb4e-ae5d-46eb-93c0-5c557f768a42
d425acb9-2fd8-472a-8f3c-f620e9c6d0ad,Block-S06,BLS06,e2a7f2b7-8914-46af-87b8-05486c1bfa04
2505271d-e665-4f49-b991-b60ea3f7006c,Bin-I50,BII50,fff1b20a-ca47-4b22-875b-921ebcbaafa9
be1c56b1-1d67-48ad-a15e-a0faf88a8d31,Bin-Q98,BIQ98,e4d38eb1-d57c-4fe0-8ac9-b3e3f6b9c450
ae8849dd-29e4-4865-ade4-dde4e9e0971c,Aisle-R65,AIR65,a5904a91-4c20-4a37-980a-abbbcd31649a
31164673-2c70-4df0-8c45-84c73c920a50,Unit-J58,UNJ58,92931b03-8475-44d7-a71d-15161edc71b8
34674a8f-e9ad-48c4-8248-ae2263178828,Zone-E06,ZOE06,96f42b51-cae9-4e2f-8c15-fb98b13cae00
c570fb9f-decc-45e7-9da5-f273c0c5f341,Shelf-V29,SHV29,24e090ba-b3dc-48da-bdc3-cd0ad2ad4822
92a0bbb8-9940-45e9-ade3-142a503460af,Bin-R72,BIR72,1f8deb54-92db-4dd8-96bd-e4665769486f
18edcd41-5c17-4d25-842f-ca759c03460e,Shelf-Z94,SHZ94,0eaddc2f-18e6-4140-a556-b304f8f5a7ba
ed065a49-1a6b-44df-a9f3-d106f9911b03,Section-X21,SEX21,1f8deb54-92db-4dd8-96bd-e4665769486f
5c22aee4-c9e5-4190-8ecc-328980c9118e,Section-N49,SEN49,ffcc0894-3c2e-4e79-9a13-d2a3be794258
4a58fa82-f4d0-4781-a846-263b879a41d1,Block-J17,BLJ17,a9602c39-2590-43e1-b5da-8ce417344476
0d0e3f7f-2bce-4a06-838c-ac0b10f91931,Row-R50,ROR50,c80a1e6c-8f42-4125-92a5-226183f8f095
0f9880b9-614b-439a-9b25-815f24edf697,Block-R90,BLR90,5a74afb1-f9da-496f-b020-2465ecb25789
b05c83ff-418c-4314-805a-87d4cc4bdd87,Aisle-P19,AIP19,ff80f1a7-9ab8-4335-83ac-44075e3baf49
14b36b36-babd-4bdf-a193-da58ea3c7c65,Row-X49,ROX49,745b5eb6-c458-4d39-9656-3b9cdf2457a0
f00bc684-c58d-4117-af4c-0ed2718b42d3,Section-E01,SEE01,3e792924-553f-49df-bcc5-da47a1654ef3
755eb2ef-7937-4fb0-ba61-b3ee9eae1d26,Row-O72,ROO72,59d82a4c-de10-4df4-a08b-d28693d6f58d
1ac18eb9-d7c5-4e92-aaa8-7aeaa0416dc1,Bay-O11,BAO11,a3b3b28f-8d0a-451c-89ad-13608eeec2cd
d61bd6b3-d370-4ddd-a691-36b23354dc0c,Block-F86,BLF86,5cbe1aa4-6d39-47fa-af97-1ed2256c90cc
21410384-3797-4e3f-a0b7-e2d5f5798759,Section-H35,SEH35,051d7e86-044b-4947-a568-47b158e10381
d3761e71-fce2-408b-971a-fc5c95bedc20,Zone-P32,ZOP32,16f6bffb-d168-4bb2-bdc1-125d3044915b
b8cb1d7f-b42d-4702-a7be-77db10605106,Block-F25,BLF25,b1ce08df-1407-443f-8aa0-5314a08ff05f
78dc16fd-5253-4db0-a575-c99e8b901740,Row-P83,ROP83,d7cbce94-b159-4ba0-b80f-e97626f5f4bc
8fa17072-bdf1-4bb3-8b63-eb1098df9e28,Rack-I43,RAI43,0d49eb5d-563d-48df-aef3-81685b8503cd
089f88dc-f44f-403a-b537-a26113217a38,Zone-Q46,ZOQ46,7b389782-22c5-4c37-9350-869c894d58f1
191b2074-5ff7-48b8-b82f-5c3bd4580814,Row-G08,ROG08,fe92904b-fcdd-4923-856f-ce2abe953928
1344ac19-d7ba-4dc4-b898-14d1912c06ff,Row-H96,ROH96,55b8040d-495c-46a4-852d-8ba4f1eb167c
8bbaf34c-5349-4bff-bdbb-8ba4f69012f1,Aisle-R45,AIR45,72a3eb62-2af7-4226-a005-838be7ad8b15
349f84cd-4a37-467d-8dbf-dc33db6781fd,Rack-J91,RAJ91,f11c1383-fee4-4044-978c-9eaf6ed56c8d
25ba2f06-c2a6-42c8-90a4-68ac2eab1053,Bay-B98,BAB98,e68fcfea-578a-4c45-849d-cb572d32c470
cea31b90-e419-4c29-87f2-0e38d27ed940,Zone-K44,ZOK44,0c392272-7131-418d-90b5-6b572fb1a273
c7a128e8-b49f-4634-b668-c5e0ccf87e84,Block-Q78,BLQ78,4e2ebe7b-b9bf-4ea7-8ca6-9a43c435d469
9465b99a-43fa-4ae5-aefa-673b026b5a85,Bin-Z58,BIZ58,a0b2806c-4bf5-4c35-bf52-836c6cebb4c8
936062d9-6b96-498e-9a24-f8fd7c244a28,Rack-J14,RAJ14,f189f346-cd66-4b77-899a-763ce0802dd4
f33b26ac-50f8-45bd-a290-1f4eebbfff8b,Block-P72,BLP72,70d25353-ca0e-4abe-b096-d9acb2ea402d
58ca9b41-1b0f-4d92-b83a-c937e6576154,Shelf-L75,SHL75,67aae9a8-9759-4601-a96e-72821246b02f
d0ccb3c8-8950-4302-8f2f-5482fa627278,Bay-M83,BAM83,95376134-cc53-46ba-8ad6-5d3b567b894d
f7249fa7-fe87-4280-a3d5-355f34d5d7cf,Section-Q51,SEQ51,0eaddc2f-18e6-4140-a556-b304f8f5a7ba
c0f265ce-f135-4429-a89a-a0b825ab0e79,Block-T02,BLT02,987af2f5-2973-4e6f-a288-a913fb47a1e3
2311af52-2c25-4b28-9c7c-5dcd8e03a98b,Bay-Q86,BAQ86,af139fa1-5d90-45fb-886c-3a46e089d4a0
06a0b7c8-5a34-4fa0-94f6-a6b78810fcfc,Block-P96,BLP96,32e6b125-bde8-49a3-afa7-d232a4ed1b1b
