id,operation_id,product_id,quantity
982cc541-7d9c-4987-94c9-793a6e989424,aac43def-fbfa-4ebb-940d-c0dbd521291c,2b23eab5-95ca-4f0a-8294-253bffba0fea,10
fcd019a1-a50c-497c-b902-8ff5ddf2dbac,fdcc3190-8bb9-46f8-b3f8-da7b99b628a7,0f1f5fe2-82f1-49a1-9145-7e17ca54408f,177
dbf61631-5e52-41d0-82eb-b273948092a4,518873ee-4b64-42e3-8e8f-ce744efbc213,e85d9dc2-aa70-45b4-ba69-60e0b062bfe6,4
f678fc17-12d9-4561-b7ff-e860d6d4d394,afaffd32-6ea5-4a05-bd15-d0068bcd6964,bcbd7aa4-34ae-462c-943d-1452f32a48c9,48
d0e934ce-617c-4ecf-bf69-77da562651f4,81e4a3cd-7410-41fc-8afc-b6640f1ef339,dbe189d3-f913-4740-9eb7-ba38a9224287,2
f8d90061-22e4-495a-9cf5-7c0ffe8d450c,ea3083af-63e5-4656-8985-7b71357c4f51,1b1fc056-97d3-4f99-aa0a-1f3a53443fc8,2
e43cfdac-8700-4004-bb99-c6074b871a4a,85ced3c2-ad62-4584-a8cf-cb148a2d0130,315fb100-6ed2-4519-9e0d-72a436e8f426,361
6085b1c1-8cb6-493a-a5ff-6c9ec15dd553,5f926772-62e5-4f3f-8e46-9efd66e2f252,1b63fce6-9eeb-4346-9a41-e236b71175a5,184
980d4295-6a0d-4f2a-9f74-60f0210c81a6,2e3f655e-641e-43e4-af71-4d9c156a0556,eb06371f-69a4-407e-bf3d-78e3a5fdf8e7,29
1b73948e-f352-41e6-a28d-901d46365126,db4a91c9-ca62-419a-8c9a-58fee12eb4c0,96189655-3bac-4b01-a177-d8b77d060a42,46
9dcf9edc-b3f8-4444-9bae-e0cc8193963a,c597e5b4-3821-4ab5-8c90-4a70041a260a,2e225da5-16d1-4c86-95c2-6119f94ccc09,198
9ae948bc-b2b5-44f8-b24c-9bfc750b75b0,00a0314c-aa13-4855-82bf-2a1d5bef458f,3eb1ad2e-a241-4366-8c8a-222a6bb0d76f,3
46a1f87d-c205-4c11-aa48-3e5bc9e32d16,4f4de89f-7050-4f78-b3a0-5b2f9974941c,8330938e-03c0-46eb-8f4f-8ab13617bbf5,34
7e850e46-f4f0-4d14-adb3-5507424d92f1,38d145d4-57f7-4b4e-8786-4f505801a927,f6a5fab7-9dd7-4cb1-8a9e-ec3662318931,84
5c69cfd4-c076-4be4-b1f7-df4491b08175,7a1bfec6-b3c7-43f2-b05c-8c6de372ed8a,ac186a1e-81c2-40d4-bf32-ed43ea99322c,20
ea1b4496-6f1f-4c8f-b165-d8207d93e5aa,49399b2b-46f7-4ef0-a17f-878a8c848b49,87505603-8d65-4d1c-8eec-f3f5882858fc,49
305e13e9-3298-425d-8d1b-a43569ec2314,b65e07e2-3166-4f42-b85d-1fdcb8b9eede,cfab2403-c5f8-4ba2-8f61-60660bafa3f0,26
b9c6d7d0-72b8-4916-a90b-0f59137ae94b,019193bb-be8b-4386-95ab-4b761ae8aa57,6fa72ff3-02df-4220-8c8f-517157dd1e07,48
9a214aa6-7627-4b92-9ebf-66b1411c6740,5190fdf8-fd20-46b4-a75b-398d59811a07,354eff8c-3aa3-4a24-a4d1-bf2d9418df21,5
3b7aba6c-13d5-4e37-955a-011825a1169b,247a95da-4d17-4eab-839d-7707c11fdb4c,687efa70-cc9b-4b4c-9e25-be0018b73dbf,32
4ca3a6bd-5289-42bd-a707-efcdd2fb6d86,2077576e-4fe4-42a5-9141-12f1a86619bb,317df896-d35a-44d9-b7bc-817445548d2a,348
9229597a-86c9-4853-9c40-b356f56d8dd3,e2aa98a1-6e4b-4a34-8c6b-7c04ee0e51d7,1f554718-6d80-4a12-89ac-d413a68ab9cb,319
4056e09c-2337-4140-b403-94b8c1f58dae,a6c30570-9e20-4182-bfb9-7447bdc46509,b5c50e6c-f9c9-49a1-9327-0bf3df97b1db,22
6489074c-e927-4857-a530-7f61ce9fa3fa,4d7805fc-49f8-4a8f-b607-c32a5b3ef845,52cfb36c-2309-47f9-a6a9-19877168a43d,36
465f2886-ec42-4266-80e3-b09215861995,ae911b74-d068-42d2-91f5-588846403128,fa011371-8c2d-4a41-9837-1a1d32c95245,40
4123e97f-a4ad-40a8-9ffd-b77244730c88,8289fd6a-d52e-4f02-8bb4-10975132f220,feb0ff00-11be-457a-8e79-ccd92237395f,109
864b3284-c888-45f8-b910-07c559e14143,9d11fe25-b270-4418-a9bc-3c6be49b531f,284f3998-5f4e-4f2f-8fd4-53d7482b42d2,29
244d29f7-b36b-4165-99a9-ef92f62f1350,ee65a3ef-c9dd-4525-9f03-792ccd9352c2,ba6fb686-12ca-48ba-bb4b-03f82d3c42c2,180
d285f931-0a3e-4b8d-945c-a389903fb874,bd8a8919-d037-44b5-b235-1ca96f93f279,3094651c-1969-4df3-b589-5e7f0a41bddc,338
074239f3-602d-4d8e-9a56-99a3467fd0e0,63506d22-baca-4f33-9940-bc7125d8317a,2cd96e00-82a6-4ca4-a080-df45c0e02541,22
30b19ae8-3f95-40ab-9ff6-2b5d3cc5fa7b,eb1b881c-abcd-4c11-87b1-3c695d825837,6d332c68-1de3-4bdd-a2cf-be2ece090f8d,40
5c4bface-d73f-46b1-b76e-945f81d51f1c,b2b7e028-00c4-4a26-9b7d-27a5777ccb8a,17435752-c3f0-4b93-88ee-2e139c9524e6,24
c16d34ae-5370-453d-961a-4ea22487ac93,8d4529b8-26a0-4c45-8127-0fddb5c5e299,301927a6-3c79-4aea-b388-49339116c719,2
6721b863-1199-4ef9-82fc-c19ba7a36fb5,8043dbfb-6e75-4a2b-bb70-957da5ece41f,72d9ae2d-6a1e-471c-9620-b3e38186b0a4,3
95764982-aeb1-4ee6-b3a4-ab1dfd518f60,295b25dd-4760-4092-9193-d982b9a1a5df,48a85f8d-1abb-4931-a625-184cfe7b7a10,46
eaacc3aa-b4d8-4cac-bf36-a527fb1df274,934243ec-336b-4887-9d49-274afa162467,899fa094-554f-44af-930c-6ef947862d8d,50
23894ab7-bc12-4eb8-97d0-48db514cc630,47ffbf74-6574-4247-92ba-6b6507d9492a,e1a657ee-2de7-430a-91eb-37ffc9c764ef,4
8490afba-18c8-435e-a937-84f15e3d754c,bb879c25-af06-4437-8aef-fa9d731e9b63,7c76e8aa-addd-450c-8c27-345c67612b1b,52
7c1d9256-5775-4e21-bda5-02f496e45654,5445f908-c9d1-4f99-b51b-5608b1b11308,6954da52-2782-4131-9693-496baff66f75,148
5c7d5578-b775-44dc-b183-97526db3f1ed,8a694bbb-dd60-4151-86f7-91e14a39ba25,31ad1552-9af6-4c1b-97e8-61ab962fee58,156
f100a784-4a37-4c00-a550-5ddec9a899df,185c27e9-0e02-449c-9980-be79e56198a7,9a579fb2-d121-4773-b6d0-b7c0396f41d9,28
9ef5e46c-9d60-41d7-984b-74b0a8a19ec9,3308f00f-62c9-444a-9e94-3cc78e625192,234c9ee3-d05f-497a-82aa-21e4d3d0f298,36
edda94db-e3b6-4693-8cff-20bc28e40452,4df8b441-4d18-4f44-8a7b-4c0880da215e,af702aa1-f424-4d0f-a4b6-10681ef8b0ae,1
34174dff-3063-45af-9164-e2a5b05bce61,365712ab-0b5b-4573-8d7e-ab8bb78c157c,5b8e94a0-c557-4bff-8fa0-8f551b2ac856,49
cf89f822-39e8-4a3a-b60e-97bf93ad82ef,7fca78fb-d514-4f29-a65c-6d3ab136364a,fcddac12-fc23-4db7-a942-b655101de405,15
041d521d-ed5d-4222-af64-417814c3f8d0,e0e3c6c5-db3c-4902-afca-8ffad3f6dfb8,c147d2be-4a46-475c-a48b-9110312ae22b,8
a88edbcc-4d19-450e-bb19-01cf1081d4dd,c23467d4-3489-4d37-aa8f-18aaa5efc6f5,f1c4424d-25cf-4bb0-98a2-fd0384108f14,37
efd979de-cbac-4a5c-94cf-6761552438f4,2dbe291c-34f5-4f77-b7a7-4d7dec935184,1e548994-0fc9-4360-8b9d-3fe6acf5bbe2,54
56555aab-c9d4-4c53-ac3f-38d0911dc9c9,c521db5a-782e-4801-a8f1-034840baeed7,c8c024f2-10c7-4389-9053-6737fe1dd057,90
f7c24488-77dd-491d-86fb-ccfa8737b017,9173a9f9-52f2-41c0-bd2c-8c9c837ecb76,a802313e-71d3-42bb-a499-5b65c70f1154,36
c7e8f962-850c-48ea-81ad-ae1624598719,a48f0968-e216-4d1f-90fa-22afe74d390e,852eebea-1646-4131-b77b-3088ca56940d,110
3281d3a6-c5a7-4466-acb2-d730fc3eda70,e0929777-10c8-4b21-9888-96d77b29c9dd,3af60fdd-55bd-444a-a8f1-99b3f9b518c3,130
8aaeed41-3b88-431a-8343-3909ea4ac518,9487f33f-7ab5-4c97-a156-aa8f9d56e9b6,21906cd1-821a-4efc-8e37-bf2c984260da,4
15ff0d21-368f-4381-8978-6b5b8bdfabd6,efdeec95-a0d4-4f04-824c-38b9515749d9,1fc4a853-8f7d-46a2-b289-10dcdc92db3a,88
36e1df8f-d9d1-46d1-a3f0-532a75bf870d,4f944b04-a1d0-452e-a612-0dfb78953937,eec707e4-5657-4a44-80d2-d189c7fb5093,81
201ffd21-6d2e-41bf-8b71-449d414533e9,0abe1b1d-4204-4b06-8697-6e3c63345918,43b36632-4f1b-4538-b594-d4bbc29bf677,1
0c5ad3c8-6bb4-456b-b283-1ed30f21c69f,b1c5916f-6a67-499f-a3ee-2370eb857994,f083983a-8483-4e3e-ae8e-d44304b6217b,27
f03a7ace-2c99-4731-af62-95137ad7feb3,4c04d71d-afaf-4458-9cb2-858547f6a3df,67ea1ac3-29cc-4b61-9b62-13095b74d2db,4
af381992-3e14-4f90-b1a9-68c9987dd42c,1e7e6479-a006-4322-8824-6b14a7c14f25,a49b9de6-cb07-4624-bc15-78cfb3b6e89e,0
be16b86f-029d-41b7-8998-bc9a17df1c35,ea04bc65-6e93-46ed-8574-c7a38828dca2,667fe17f-671c-42b7-9fa4-3c7fa0a4244a,110
e49c5854-3b34-43c5-b52b-9b173e8f89ea,fbd8d99e-0737-44bd-a7a5-586d2251d295,c5913f56-a295-4daf-b798-90bef6299ea2,44
69295626-1f98-49d3-9ea5-43d9eab2bffe,adce3d8a-57d8-47fa-bacb-94fda9f523f9,d715a1e7-416b-4074-85d2-1029ac131b63,84
af63fb7c-7b84-4470-94e3-7ac25b452976,a4401356-091a-4903-baf0-0a939165c98a,0c83f3f2-ed4b-4eb5-b78c-523999bcd74d,166
1d89a304-b384-4daf-80ac-feaae9b5f703,0402225f-eea1-45cb-b985-2a887da8ee3e,7a5f703a-8d89-472a-979c-5c17f9c30a59,26
aa051aba-0320-4eb2-9bdd-48a3945e0a0c,3bcd0bd5-900a-4075-ab92-1a99f7bfa10a,7aa625e0-f78c-4a45-a8ba-b1380b681251,5
18fa9e04-8cd7-4d07-b8b1-78b028f45cd1,04080d39-9610-4977-8c63-d52b06bbe7c9,e7f5dca5-4499-41e6-8802-c9de59830c7e,85
d0bc7bc1-cf37-43f0-8a3d-77d17240f2a1,b563ffd1-8a28-4591-975f-3de827ff2cc4,ae71eeb1-a7f1-40f6-86f9-89d81cfc94aa,30
0fe6109d-b321-4f7f-81ee-fbf339700d17,58359d99-9db7-498d-a16f-f7e803da4603,139cfc35-8596-45a9-883b-d9d8515ff332,10
bcd74b53-693a-4fd3-a2cd-fc7ab41c12f9,93eb4066-1624-4435-81cc-07c528baad9a,92a4d0b6-f6da-4663-99e7-20916009c5f7,3
3cd29986-1e0f-4423-ae99-bf4cdf89836b,64b43829-6adc-4673-badf-9b619d0fac25,57f8fdcd-692d-4720-8192-d42e8eec1617,5
0d6d4679-c83d-4575-ae6e-09bdd84bb92f,0ff971a4-e766-42d7-8945-688401f7f9aa,9d4de51f-f8df-41a0-95b9-aebeef43c8e3,310
b89427c4-12bd-4019-8090-1c76bf642962,5e6d8859-3b65-4883-985d-5054e7629372,3440b4e2-1d2c-42c9-82a1-2def83bacf93,82
b1709178-0ee3-4165-86cf-43b9bfc2317a,bb0f702e-863c-481b-a71f-ff1b938f398b,c3e0e4da-a16e-4964-bb6f-a7f646d7bb87,31
