id,type,status,reference,source_location_id,dest_location_id,created_by,created_at,updated_at
97ff4bbd-baea-46c8-b6fd-620da1d45ec4,receipt,completed,RCP-20260314-0008,,c0f08e75-b6b6-439e-85c5-ec4a9b6286dd,00000000-0000-0000-0000-000000000000,2025-10-07 09:01:53,2025-10-07 09:01:53
7ef2cb4e-8a7c-4d6a-a204-5ef6bd73a609,delivery,completed,DLV-20260314-0012,a7192820-cb60-4497-8747-ad16d8d26ce3,,00000000-0000-0000-0000-000000000000,2025-09-23 09:01:53,2025-09-23 09:01:53
b84e968a-3c60-447a-9b4f-8b30423b0257,receipt,completed,RCP-20260314-0009,,f4a03e6d-245b-4a34-93d2-02ffb07f52cc,00000000-0000-0000-0000-000000000000,2025-08-14 09:01:53,2025-08-14 09:01:53
5e063754-b719-45d4-97e3-5e4bc52c35d0,adjustment,draft,ADJ-20260314-0002,edf7c0fe-b917-4245-9086-977749f2bff1,,00000000-0000-0000-0000-000000000000,2025-04-09 09:01:53,2025-04-09 09:01:53
493ee07b-2b40-4fa7-a235-c2239dd192b5,transfer,completed,TRF-20260314-0006,69c2d16c-2e54-4bb6-96c2-6f5f9a917ccd,8135342b-796e-4e88-b8e2-34d891599dcf,00000000-0000-0000-0000-000000000000,2025-07-31 09:01:53,2025-07-31 09:01:53
50e37307-ca90-4a02-913c-277e50b406f7,transfer,completed,TRF-20260314-0007,ec964784-ebb3-4b2b-a3f8-eb73f0069b44,60e5574f-7452-4875-af11-5f5c7396f80b,00000000-0000-0000-0000-000000000000,2026-02-04 09:01:53,2026-02-04 09:01:53
3fbf2cf7-bbfe-4ae2-a715-0fabf754a09b,delivery,draft,DLV-20260314-0013,ebb69626-b4e5-4842-b267-1db13538a51e,,00000000-0000-0000-0000-000000000000,2025-07-03 09:01:53,2025-07-03 09:01:53
24374692-8d71-482d-a09e-de14ad434b7a,delivery,completed,DLV-20260314-0014,4c18d87f-5332-4c59-8539-84b90e371303,,00000000-0000-0000-0000-000000000000,2025-09-16 09:01:53,2025-09-16 09:01:53
78bb0375-8474-462a-aed4-8f2678b31c3f,receipt,completed,RCP-20260314-0010,,9d2d6a99-fee0-4273-b2fe-063ee5a11e32,00000000-0000-0000-0000-000000000000,2025-07-24 09:01:53,2025-07-24 09:01:53
202b4e85-39ef-469d-bff5-8519ab132178,transfer,completed,TRF-20260314-0008,459021cf-a4f0-4237-ae4a-9980b8d58a19,2c6fe23b-df07-44ad-aff5-3adcfcc61481,00000000-0000-0000-0000-000000000000,2026-01-12 09:01:53,2026-01-12 09:01:53
13bf1743-7f34-43c8-8291-715fd78b2811,receipt,completed,RCP-20260314-0011,,b51716f7-a397-4736-818b-3d71a9bd09c3,00000000-0000-0000-0000-000000000000,2025-10-16 09:01:53,2025-10-16 09:01:53
ed9cab8d-da18-428b-9e4d-34833eb64168,adjustment,completed,ADJ-20260314-0003,e0015169-09bd-4c9e-b2a2-e3ea795b70a5,,00000000-0000-0000-0000-000000000000,2025-07-08 09:01:53,2025-07-08 09:01:53
1419c2e1-2493-4b00-a6da-4011b08797c9,receipt,draft,RCP-20260314-0012,,ebeda5fb-e804-421e-a885-c5b723229e84,00000000-0000-0000-0000-000000000000,2025-05-28 09:01:53,2025-05-28 09:01:53
85dcf7c0-bffc-475a-a87f-e1b07f0d0189,receipt,draft,RCP-20260314-0013,,8570f38c-b847-4e31-be39-516e44eb9118,00000000-0000-0000-0000-000000000000,2025-11-15 09:01:53,2025-11-15 09:01:53
d57fc29e-bb32-4afa-b2d2-ec4daa9cc3bd,transfer,draft,TRF-20260314-0009,cadeba22-56aa-4a7a-9747-967ed600f822,d4224d6a-e9d5-47e5-aa74-c7fb837d53ac,00000000-0000-0000-0000-000000000000,2025-03-31 09:01:53,2025-03-31 09:01:53
10202ccf-24a2-4334-a7e0-db9074a425aa,transfer,draft,TRF-20260314-0010,9edc1e4f-2165-47f2-a154-f71f450b3c8a,87acff17-424a-42a3-a2a6-00cdffad6acd,00000000-0000-0000-0000-000000000000,2025-05-30 09:01:53,2025-05-30 09:01:53
55d99a76-e586-453b-a1a0-aa28ff25dae3,transfer,draft,TRF-20260314-0011,64608252-bebd-4885-adeb-4edf44d38ce9,655feece-07ff-435d-8431-c631b1746c4e,00000000-0000-0000-0000-000000000000,2026-02-17 09:01:53,2026-02-17 09:01:53
5d9874b3-a4a0-4ea6-8ca9-6382d96f8b14,receipt,completed,RCP-20260314-0014,,c9c210fe-8f36-41b8-9fc9-20a4c0368c0d,00000000-0000-0000-0000-000000000000,2026-01-12 09:01:53,2026-01-12 09:01:53
1a38578d-21e3-471d-88c3-a9f71a51ce5b,transfer,completed,TRF-20260314-0012,b2f53e3f-c070-4884-89fa-13128e7f530c,bc3c02c1-15b5-4b11-b373-cbd17b3960f6,00000000-0000-0000-0000-000000000000,2026-02-18 09:01:53,2026-02-18 09:01:53
28d0c422-8882-4144-ac5b-ea3db0d13545,receipt,completed,RCP-20260314-0015,,4a1d672d-3338-4a86-9a4c-55443b9a4dd4,00000000-0000-0000-0000-000000000000,2025-11-22 09:01:53,2025-11-22 09:01:53
8abc7fd7-e61c-4af4-a229-e952310c7b6f,receipt,completed,RCP-20260314-0016,,05f22bc8-812d-4f4d-8942-13746980d289,00000000-0000-0000-0000-000000000000,2025-07-28 09:01:53,2025-07-28 09:01:53
2742c025-fcd0-4c09-9f64-9e57690f1ff5,delivery,draft,DLV-20260314-0015,aab851db-89e0-4bdc-8c6d-b270c4ec6aca,,00000000-0000-0000-0000-000000000000,2025-11-04 09:01:53,2025-11-04 09:01:53
50761e90-bf4d-4f4c-8564-1ee3a0e87c16,receipt,completed,RCP-20260314-0017,,f4d617bc-232f-43d7-a670-df43b12808c9,00000000-0000-0000-0000-000000000000,2025-04-23 09:01:53,2025-04-23 09:01:53
487bff8a-a7c9-45b5-b0cf-1fb76ec271ce,transfer,completed,TRF-20260314-0013,7ea53675-3423-4e32-8b99-31f49fdd9dbf,fcbea0ed-eca8-42ad-af54-086c1051785d,00000000-0000-0000-0000-000000000000,2025-08-31 09:01:53,2025-08-31 09:01:53
e439e1a4-92bc-4855-871d-2830f4da923f,receipt,draft,RCP-20260314-0018,,ba457c35-c3b6-4ef3-81c5-e3892e83f1b5,00000000-0000-0000-0000-000000000000,2025-07-07 09:01:53,2025-07-07 09:01:53
4d9c45db-47cb-4979-8f9f-1bae5b7dd76b,delivery,completed,DLV-20260314-0016,b2c67c5f-a139-4d82-9a8d-4a626caf7bac,,00000000-0000-0000-0000-000000000000,2025-06-10 09:01:53,2025-06-10 09:01:53
508ed76b-366b-4ea3-be6d-21e51e547cc3,receipt,draft,RCP-20260314-0019,,984ab6b1-d0bd-4d77-8d01-7a9677faa9b2,00000000-0000-0000-0000-000000000000,2025-08-07 09:01:53,2025-08-07 09:01:53
e0320381-9dae-4c03-b477-d2a0ad5b90f4,delivery,draft,DLV-20260314-0017,eb8d2018-cdf9-48c7-89e9-897f2a6977f7,,00000000-0000-0000-0000-000000000000,2025-11-30 09:01:53,2025-11-30 09:01:53
c455270c-9b78-463d-abe9-29159861763d,delivery,completed,DLV-20260314-0018,94aa7278-f482-4bca-ad99-b555688c6cee,,00000000-0000-0000-0000-000000000000,2025-11-06 09:01:53,2025-11-06 09:01:53
8c467476-628e-4a2c-b7a4-d5b9962f97dc,receipt,draft,RCP-20260314-0020,,0568b6a1-2171-4d9b-9c0c-77ec8e196928,00000000-0000-0000-0000-000000000000,2025-08-07 09:01:53,2025-08-07 09:01:53
fea49a08-fa8e-4403-bbe9-6aa0ceefbd26,transfer,confirmed,TRF-20260314-0014,9c971720-66d1-48ed-967a-b0082786c2b0,07dc62c3-c819-43b8-a1d0-35f8c54f17d1,00000000-0000-0000-0000-000000000000,2025-10-06 09:01:53,2025-10-06 09:01:53
ec5cfad1-ee10-4a3f-98b3-6261f79eb5e2,delivery,completed,DLV-20260314-0019,f1f17a00-8e52-4ef1-8bae-0cc7ae76b461,,00000000-0000-0000-0000-000000000000,2025-09-10 09:01:53,2025-09-10 09:01:53
f8d678ed-a862-4b72-a1e9-4fdaa0f1cd01,delivery,completed,DLV-20260314-0020,3e123743-3dc2-456f-af4d-49f073920cb6,,00000000-0000-0000-0000-000000000000,2026-01-23 09:01:53,2026-01-23 09:01:53
2c1af914-4286-4829-b436-765d339f34ee,delivery,draft,DLV-20260314-0021,4b9d5254-2deb-41c1-84a6-769cab90081c,,00000000-0000-0000-0000-000000000000,2025-06-22 09:01:53,2025-06-22 09:01:53
9a4c12ac-623a-45a2-a4c8-f7b534990d77,transfer,draft,TRF-20260314-0015,375ee7c9-3be7-4715-b025-4bbe6f85c2cf,381aa07c-4e3e-4470-ac07-b57f358837ce,00000000-0000-0000-0000-000000000000,2025-06-24 09:01:53,2025-06-24 09:01:53
b195d165-0c03-4017-941b-3254d6630707,delivery,completed,DLV-20260314-0022,b7c5e893-ba58-4bb2-976d-4c023ffab68c,,00000000-0000-0000-0000-000000000000,2025-05-01 09:01:53,2025-05-01 09:01:53
518873ee-4b64-42e3-8e8f-ce744efbc213,delivery,completed,DLV-20260314-0023,57204549-f3b6-4cc1-82af-8f10417647e8,,00000000-0000-0000-0000-000000000000,2025-05-13 09:01:53,2025-05-13 09:01:53
804561f0-e3a6-4dff-9e69-c4f5f764b59d,delivery,completed,DLV-20260314-0024,c876804d-379b-4ec6-8ac6-fe8c29ca1ddd,,00000000-0000-0000-0000-000000000000,2026-01-18 09:01:53,2026-01-18 09:01:53
bc058908-eaf8-4393-bc8e-489a32d3b8f4,adjustment,completed,ADJ-20260314-0004,a2d873f3-a40c-4c5b-b65d-beef5a8dad72,,00000000-0000-0000-0000-000000000000,2025-09-03 09:01:53,2025-09-03 09:01:53
028d1e0e-612a-46e9-813b-b50cb846f402,receipt,completed,RCP-20260314-0021,,60c0e11f-de7e-4d33-afbc-d97d076c816d,00000000-0000-0000-0000-000000000000,2025-03-23 09:01:53,2025-03-23 09:01:53
dd80a1cb-fc68-487e-a9bd-0e716880e7f2,receipt,completed,RCP-20260314-0022,,b8e3e333-ddfe-4d3c-b8ed-3265167e4331,00000000-0000-0000-0000-000000000000,2025-03-14 09:01:53,2025-03-14 09:01:53
d5967f5a-b9e0-41c1-a101-ca93d4a76201,delivery,completed,DLV-20260314-0025,47289445-c59e-493f-b91a-3ec3bba8b4a9,,00000000-0000-0000-0000-000000000000,2025-06-26 09:01:53,2025-06-26 09:01:53
4e10c09f-e5a5-41e4-8619-9b67d9135a90,adjustment,completed,ADJ-20260314-0005,5107827d-f3d5-4ecc-bacd-a8659e3c803a,,00000000-0000-0000-0000-000000000000,2025-04-12 09:01:53,2025-04-12 09:01:53
e1db76fa-7438-4cc9-9db8-f5b57e83f71e,receipt,completed,RCP-20260314-0023,,00278dd2-e1bf-4502-afdc-343a1159db4a,00000000-0000-0000-0000-000000000000,2025-07-01 09:01:53,2025-07-01 09:01:53
cbba84e5-994d-4a8d-8d57-cc0ba987cdb4,receipt,completed,RCP-20260314-0024,,ea7397b9-b0ea-478d-8ea6-3f9e7bc09b97,00000000-0000-0000-0000-000000000000,2025-11-06 09:01:53,2025-11-06 09:01:53
2a2bfa3a-98f9-4afe-881b-53b0a909652c,delivery,completed,DLV-20260314-0026,f00ece7b-50b9-4d8f-ad5a-12946f131164,,00000000-0000-0000-0000-000000000000,2026-01-29 09:01:53,2026-01-29 09:01:53
84540509-cec6-4f50-b65f-2adaf8804e3b,receipt,completed,RCP-20260314-0025,,8810a479-bc7e-4f5d-b4ce-0861824dea19,00000000-0000-0000-0000-000000000000,2025-12-26 09:01:53,2025-12-26 09:01:53
a42da3a3-40c0-4c54-8d3e-c4697200056d,adjustment,completed,ADJ-20260314-0006,e8516346-e0f3-4cb4-a6dd-99b98363f0a3,,00000000-0000-0000-0000-000000000000,2025-03-20 09:01:53,2025-03-20 09:01:53
4fefbd1a-2b93-49ed-a994-0b34dc00deef,receipt,confirmed,RCP-20260314-0026,,9c2f5d3e-902f-4bba-a758-810260c031e8,00000000-0000-0000-0000-000000000000,2025-04-13 09:01:53,2025-04-13 09:01:53
df14c5b5-40bc-4de5-a1a4-c85b486a8678,delivery,draft,DLV-20260314-0027,1b37a324-3c78-4347-bf8b-e8d4e4290562,,00000000-0000-0000-0000-000000000000,2025-09-21 09:01:53,2025-09-21 09:01:53
8d59cd0b-4479-4e21-9a69-a25afb881499,adjustment,confirmed,ADJ-20260314-0007,6a846981-7a5e-413b-ab7a-8c3491297ef6,,00000000-0000-0000-0000-000000000000,2025-03-21 09:01:53,2025-03-21 09:01:53
3a62bd47-2370-4694-b440-bdfcf99f4efc,adjustment,draft,ADJ-20260314-0008,7e951e95-739c-4e71-88fa-f545d278dbd2,,00000000-0000-0000-0000-000000000000,2025-04-09 09:01:53,2025-04-09 09:01:53
85a61529-6545-487f-9c9d-c66b13d9f7e8,receipt,completed,RCP-20260314-0027,,7fef18b3-93c9-4d46-98a1-eebfbc01447a,00000000-0000-0000-0000-000000000000,2025-09-15 09:01:53,2025-09-15 09:01:53
55810eaa-1b80-414e-bf97-76372fd4465f,adjustment,completed,ADJ-20260314-0009,8a0363b5-404c-41d1-a3ac-73190ed4a661,,00000000-0000-0000-0000-000000000000,2025-06-17 09:01:53,2025-06-17 09:01:53
6cede38a-5a50-4418-8989-a9acf7cccfb8,receipt,completed,RCP-20260314-0028,,a2c0655b-a3c3-4b37-8a5e-fbf2c0901a5e,00000000-0000-0000-0000-000000000000,2025-03-24 09:01:53,2025-03-24 09:01:53
a51a0ac8-c891-435e-8bf0-3204727f668a,receipt,completed,RCP-20260314-0029,,5fc37245-1a67-4a67-a69c-b2d41b48358e,00000000-0000-0000-0000-000000000000,2025-10-29 09:01:53,2025-10-29 09:01:53
c53a5a66-8981-480d-a8f8-82778397de8e,receipt,draft,RCP-20260314-0030,,09a408f7-9eaf-4bbc-82e4-b2461c4ef49a,00000000-0000-0000-0000-000000000000,2025-08-20 09:01:53,2025-08-20 09:01:53
19dfc41b-0680-4da8-ac11-93ad3f81c462,transfer,draft,TRF-20260314-0016,336e7712-875d-4d54-bfd3-1adcbc645398,6a5016f8-2c1e-4e4e-a205-266a2e43bd53,00000000-0000-0000-0000-000000000000,2026-02-01 09:01:53,2026-02-01 09:01:53
0dfd11a9-2b4a-4219-9a4e-cd184edacf8b,transfer,completed,TRF-20260314-0017,38e78c4f-4932-4dd4-ae0e-45b8cab4f505,f0221c4b-abcd-4d26-9aab-5b249951a124,00000000-0000-0000-0000-000000000000,2026-02-18 09:01:53,2026-02-18 09:01:53
e96e51b9-7d16-4d6f-8267-3a63f9baf1dd,receipt,completed,RCP-20260314-0031,,e8c8bb2c-3cc0-4bf5-8956-4a6e788d8bae,00000000-0000-0000-0000-000000000000,2025-04-14 09:01:53,2025-04-14 09:01:53
7c281710-f6ad-48f7-af6a-4c5261fb0ae6,adjustment,confirmed,ADJ-20260314-0010,812c428c-e1e4-4da2-bd42-3e516f33fadd,,00000000-0000-0000-0000-000000000000,2026-03-14 09:01:53,2026-03-14 09:01:53
d8010b10-b0a4-4e8a-b2a8-1e990a5d3863,receipt,draft,RCP-20260314-0032,,6302db19-5b1e-4b12-87ec-669aad96192e,00000000-0000-0000-0000-000000000000,2025-05-11 09:01:53,2025-05-11 09:01:53
aaea204b-8b70-4524-bf97-3db7139765ff,receipt,completed,RCP-20260314-0033,,2437d564-7745-4a16-8a82-5fe6d87ef9b7,00000000-0000-0000-0000-000000000000,2025-12-21 09:01:53,2025-12-21 09:01:53
86547126-0599-4571-9de8-3ca3d414e5e5,receipt,confirmed,RCP-20260314-0034,,ec9ccc7c-51ae-4f0f-a200-85c086a3fbc6,00000000-0000-0000-0000-000000000000,2025-06-01 09:01:53,2025-06-01 09:01:53
c5d3dde5-b4be-4de1-822f-f22713cb9a4b,delivery,completed,DLV-20260314-0028,e60d265b-d491-40a2-8bd3-9e11937f4813,,00000000-0000-0000-0000-000000000000,2026-03-01 09:01:53,2026-03-01 09:01:53
8ceef9c7-4938-48f8-a58c-5c41575818c5,transfer,completed,TRF-20260314-0018,bc182b38-dae8-413b-b209-61ea22ec4a8d,37934246-565f-436d-b440-802b853246df,00000000-0000-0000-0000-000000000000,2026-02-05 09:01:53,2026-02-05 09:01:53
2077576e-4fe4-42a5-9141-12f1a86619bb,adjustment,completed,ADJ-20260314-0011,aab4f81e-97da-48ff-9383-f4f7676838d3,,00000000-0000-0000-0000-000000000000,2025-11-07 09:01:53,2025-11-07 09:01:53
e43309d9-4796-41de-afe1-aca39a80fc42,delivery,draft,DLV-20260314-0029,3fa6ad97-6c64-46e6-9d54-2c3ae8e7843a,,00000000-0000-0000-0000-000000000000,2025-09-23 09:01:53,2025-09-23 09:01:53
f7b43abd-945c-48bd-bc43-bc754e45bffc,transfer,completed,TRF-20260314-0019,2c67e6dc-1b2e-4cb4-8a59-8b531e929951,8719924f-fd81-4f05-94bb-cf1944fae55b,00000000-0000-0000-0000-000000000000,2025-04-16 09:01:53,2025-04-16 09:01:53
e387d957-38d3-4ef3-9a8a-9cc642f25918,transfer,completed,TRF-20260314-0020,e858b588-f41d-4d96-838f-272634bd0855,683f3f2f-00f0-4d98-9bf5-ee1755a36fd6,00000000-0000-0000-0000-000000000000,2025-08-28 09:01:53,2025-08-28 09:01:53
ca98cc3d-fc12-4200-b1a3-2f9e69758aad,receipt,draft,RCP-20260314-0035,,3b7cfa20-9dae-433e-90a4-a8676dc9cd98,00000000-0000-0000-0000-000000000000,2025-09-14 09:01:53,2025-09-14 09:01:53
fa403515-f940-4c89-9564-f1dc4aa95350,delivery,completed,DLV-20260314-0030,cbef56ca-a4e6-4e32-98e7-53b25fed98cf,,00000000-0000-0000-0000-000000000000,2025-08-23 09:01:53,2025-08-23 09:01:53
cc845766-0f2a-4f1d-a9be-6c9bf990d33d,receipt,draft,RCP-20260314-0036,,68c9ad67-ec6c-49c4-9d2a-530d16f4d991,00000000-0000-0000-0000-000000000000,2025-10-22 09:01:53,2025-10-22 09:01:53
e1cf1f00-53e9-49f1-a896-89c89edbcf38,adjustment,draft,ADJ-20260314-0012,fcbea0ed-eca8-42ad-af54-086c1051785d,,00000000-0000-0000-0000-000000000000,2025-12-31 09:01:53,2025-12-31 09:01:53
d61307a2-6772-4d89-9dbc-6ff104813840,adjustment,draft,ADJ-20260314-0013,057c4d77-849f-43c0-b8f9-9b4e81d85c40,,00000000-0000-0000-0000-000000000000,2025-09-22 09:01:53,2025-09-22 09:01:53
dfcf77b3-81e5-48e2-86a6-669ca5c669b8,delivery,confirmed,DLV-20260314-0031,7227abe7-819b-4d2b-bf94-fa46c805c99c,,00000000-0000-0000-0000-000000000000,2025-03-22 09:01:53,2025-03-22 09:01:53
4be3551b-a3d0-42da-b58f-5a8ebe01247e,transfer,confirmed,TRF-20260314-0021,fbbd819a-ecdd-4d05-a13d-509ba0090ab9,8e512c7f-de5d-454c-a3bc-4c2485ab48ac,00000000-0000-0000-0000-000000000000,2026-02-19 09:01:53,2026-02-19 09:01:53
dd294544-97c5-4e37-be9c-a2ad3f734bc1,receipt,confirmed,RCP-20260314-0037,,bcfe149c-86f9-4993-8b8d-85f56d8f213a,00000000-0000-0000-0000-000000000000,2025-05-30 09:01:53,2025-05-30 09:01:53
f804daa1-cc06-4598-b61b-db2fa7662d1c,delivery,completed,DLV-20260314-0032,38903811-cfdf-4b19-84ac-fd3e851246aa,,00000000-0000-0000-0000-000000000000,2026-02-15 09:01:53,2026-02-15 09:01:53
c3db608e-116d-4cc2-ac66-f920885ace27,transfer,confirmed,TRF-20260314-0022,ea93f832-860e-42dd-82b2-7b6e8cac36a1,d10195cd-91d4-4861-b662-5f99c1551629,00000000-0000-0000-0000-000000000000,2026-01-23 09:01:53,2026-01-23 09:01:53
d0b9d9a1-7b3e-40df-8125-0fe17f90fbe9,delivery,completed,DLV-20260314-0033,7b21f41a-b744-4bc0-aa5b-d52c0dc40c3a,,00000000-0000-0000-0000-000000000000,2026-01-25 09:01:53,2026-01-25 09:01:53
e94e476e-ef84-41f0-982f-765281cb3d8e,transfer,draft,TRF-20260314-0023,72496853-ebe6-48b5-945a-bc1ee7099fcd,439ab9ea-61b4-4978-a0b4-a93b2e201148,00000000-0000-0000-0000-000000000000,2026-01-15 09:01:53,2026-01-15 09:01:53
ff207b8b-e211-43de-bff7-8fbcd7735e59,adjustment,completed,ADJ-20260314-0014,1292866c-17fc-4eac-a73a-dc42e47af22f,,00000000-0000-0000-0000-000000000000,2025-07-18 09:01:53,2025-07-18 09:01:53
a42bc8c0-0725-404f-a9cb-1c07330233cb,receipt,draft,RCP-20260314-0038,,d8d0cbb4-ea0e-4d1a-b05b-e813028f5383,00000000-0000-0000-0000-000000000000,2025-03-14 09:01:53,2025-03-14 09:01:53
9086a0dd-1e59-4994-898a-b09ec185061c,delivery,completed,DLV-20260314-0034,6f558729-a1cf-43e8-bd8e-714916ce7827,,00000000-0000-0000-0000-000000000000,2025-07-05 09:01:53,2025-07-05 09:01:53
f4beed60-887f-4537-9940-4c335aa828d9,delivery,completed,DLV-20260314-0035,73ba193d-10c3-4d41-80e5-7d37a87b50b6,,00000000-0000-0000-0000-000000000000,2026-01-03 09:01:53,2026-01-03 09:01:53
e5a607dc-e5e9-4b88-8c15-96da646d0d97,delivery,completed,DLV-20260314-0036,8eeed936-0141-433b-9095-9f8f99a0c6ce,,00000000-0000-0000-0000-000000000000,2025-12-27 09:01:53,2025-12-27 09:01:53
b7241796-f4e4-47f5-b872-020b08be35e4,receipt,completed,RCP-20260314-0039,,231e0f9b-2ca9-4c2d-a4d3-4794d081cc14,00000000-0000-0000-0000-000000000000,2025-03-28 09:01:53,2025-03-28 09:01:53
