id,product_id,location_id,quantity,reserved_qty,updated_at
455e7e41-2d40-457f-bf84-d38b64d7fff4,45355454-ece2-47b6-9234-5fcaad8f6ddd,5107827d-f3d5-4ecc-bacd-a8659e3c803a,88,15,2026-02-22 09:01:53
69a3e72b-531e-4a79-8fb1-202a00a2b7ac,a8225cb2-d27f-4e70-b0cc-1011b294b17e,aab03e44-1832-487f-b0f5-345df5133ef4,98,0,2026-01-24 09:01:53
c4bcdc02-2bc8-48fe-812e-8c4bac904fda,88883153-7bea-4f68-87f6-cda11e745b3c,1732f0ae-8871-4cb2-bc6d-772fb501a65c,738,0,2025-10-11 09:01:53
2278993a-75bb-407a-8ca4-e88930311b42,dfa8c183-ca47-4577-b95b-6e665ab516e5,970c725e-df17-4df9-87b7-f3756a88a2ba,43,10,2025-11-14 09:01:53
30b5266a-cac6-4e8f-a2db-c76a77b896a7,1035e073-c176-4a7b-9858-1379136d67f3,7b9d5c23-4ee5-4c6b-9b57-2e0d9538e9c7,413,50,2025-11-02 09:01:53
bc3d1cc0-e1d6-4f3f-9ce8-fca31e24e290,b1dd89f7-f957-49e6-9128-7f82e680a58a,14fb039e-2f09-4c67-9b54-da7f7a496523,4,1,2025-10-31 09:01:53
13287dce-85c7-4b4b-b7bd-8572ba96171c,0f092946-2815-490b-930b-37f10bfeafa8,939655d9-9efb-4de5-a957-8898a2a37ed4,49,0,2025-12-30 09:01:53
15f97829-6428-451e-a5eb-0061626c6817,1363a7d8-b7c7-4d33-bfb8-f89ae7f9f5c4,b8efd9df-1d4c-46e3-8821-7b664c280b9d,63,0,2025-09-18 09:01:53
956d5edf-659f-43f8-bd1a-dd8558f4f08b,f0739a37-93f6-4085-b1d4-3ea14eebcb90,fc516584-3c92-49d1-99fc-03ad59a081be,0,0,2025-12-22 09:01:53
f3ee64ee-b63f-4798-9620-9df3d8618228,b8e7ae75-9004-4045-a150-3e35fbe6c9c8,63fe0491-3054-430f-a951-92f7ac2510a1,63,12,2025-12-28 09:01:53
d266e47e-21c1-4d7a-97ca-1d3d32645191,fbf172e7-610d-4917-a06b-f2420552088e,d63af9ac-517a-4031-94f5-0435a47bbd91,48,9,2025-11-21 09:01:53
029439e7-3d9d-4282-a173-789cef57c6df,0a3fb3ef-af20-4c61-9154-a04822429225,218cd162-88e2-49f7-a205-c4c2bb50954b,678,25,2025-11-28 09:01:53
f074f985-dba1-439c-9db6-4301efd01a93,165ebe4a-ec97-4d5a-ab5a-242667ad914a,2b00ba1d-a877-4745-bc39-26bcf097e1cf,14,2,2026-02-15 09:01:53
556914a1-476e-4501-91b7-19c9b31cd406,90ba20ee-2a8e-4146-a8c2-0b856b2e8af7,f4a03e6d-245b-4a34-93d2-02ffb07f52cc,6,1,2026-01-07 09:01:53
62f2f0c1-1d7d-47c4-a627-31fad9561a17,3e94c0d6-41c2-46c1-88b1-b9b393e6f484,d2fd69d4-4ee5-42d0-92df-b0e74569ea78,280,0,2026-01-27 09:01:53
f1da0103-5fe9-40f2-8e0e-6b2feb3af5cd,f705429e-e479-46bd-b206-983da492bd44,fc1367c6-a8a6-4770-bce3-263d0a092e9e,179,25,2025-09-16 09:01:53
dea8492e-c234-427e-96e4-4af5cdc2d9ec,8a52e72b-926b-448d-a5b9-4945f4f4e9b2,f577f0e3-9d1e-41ff-93e4-5cef5286f3ee,205,0,2025-11-03 09:01:53
1ad86432-0231-4cb3-9c6d-ae032dc482e4,66534e45-0ce2-4ab9-8a23-78ff6d8090a5,e6b71d11-b032-4a1d-8cf9-f2aaa49c16d6,3,0,2026-01-08 09:01:53
8a5d5e00-b1a1-4756-8608-b3c8b8f40820,38a74756-efd2-4f89-aae7-fb174f7ae9ae,3adae09d-5c10-4578-a718-e1be0a397977,145,1,2025-11-10 09:01:53
5cd58597-ee69-453f-a541-7e10f92c124f,6bebd819-25a4-4fd1-a086-7798c5768e38,f41c38a2-0667-492e-92fb-6b4a8223af3e,45,0,2026-01-27 09:01:53
1cdd1b09-9e92-420e-9713-b2049139f458,b766cc09-1d2f-462d-9fee-caf10fd88ed3,ceebd038-5624-4e63-b395-1404d6b80eef,56,0,2026-01-28 09:01:53
c0017601-b761-4483-9071-47ea0dadd49d,f26856a1-fce9-4dcd-84a0-82f0fbeb49b4,20c28982-3ba1-4fb6-99c7-7e60d030f27c,8,0,2026-02-20 09:01:53
fbbe958c-8eb9-4b39-b212-9d7d795bc1f5,231dd99a-8b67-4f06-a473-3e104fad2b2d,6de121c4-950b-4cce-b4a0-70f5b2335978,6,1,2025-11-05 09:01:53
1db9f729-430c-45ab-ada2-ca20aad27476,49c564fc-18db-450b-8448-a99457835740,a7c7ea00-896e-4b3e-a368-288f38e930ef,94,0,2025-10-03 09:01:53
a7aaa470-e172-4d37-8905-0e918629c51d,2e3d60d6-f306-41e1-be0b-83ff48a8f3e1,96046ecd-10a3-42f7-a3e2-f6c2d5ec0066,46,0,2025-12-23 09:01:53
b92c7903-f908-4db1-82bf-fbed458b06ed,89d84e2d-07af-4794-8c26-947da47bf581,28247ed2-292f-421d-8159-c6674543bfbc,178,15,2026-03-13 09:01:53
afc746d1-ee71-4650-992d-2751cf682b46,70783466-0926-45d2-86aa-19dd8d9a3f7a,68e09213-f3ce-4a82-8fa4-f52bc6a747e8,87,0,2026-01-05 09:01:53
b8a4efb3-93fd-49ee-ab17-ef5896bbc45a,cafbb127-74a6-488f-9425-24d8f154feb9,0e9cd91d-d736-4a9c-b5f3-20dd75b6d50d,14,3,2025-09-25 09:01:53
f9ccb94b-5553-4967-85de-1ee6cd524afb,249f99e4-547c-4b6f-ac96-df69efa56d4a,9775d713-e3b1-4a08-8898-b8c394b32601,56,0,2025-10-23 09:01:53
0c9cdadb-d0ec-4eed-afd9-7624bce8452a,3f7369e1-b30b-4947-86f7-6384de67bfeb,befb3212-1e94-4b8c-84ed-6075a2b8c12a,366,0,2025-11-22 09:01:53
8d8a8496-b402-4633-b6c1-c4063c684f37,3aa5b098-9257-4912-8839-92b7ded1a915,8b204135-8e55-4246-8368-64c4ff96753f,0,0,2025-12-16 09:01:53
a9ca6d5d-76d9-45f7-a094-a34656ab03f7,345eb3b8-6221-4303-80be-d6833fbff64a,9c61c0bb-a702-40ee-be3d-f3b1d571a6cb,0,0,2025-10-06 09:01:53
fb18a95c-f29f-4766-bf20-0ed3b51c9388,d1e195a7-8296-4ca1-a064-ed8da89135aa,89ec9322-0cbc-4201-a2b5-3c61c9e3f6f3,10,0,2025-11-18 09:01:53
e9b23014-070d-4557-9f77-7cc5dfdcc3f4,2eff5312-c08f-4266-80c1-b3ee69632800,cbe636e6-0b75-43dd-9539-0aa57f686da4,68,0,2025-12-04 09:01:53
6ef43d89-1a57-4c6b-8bd5-e809a6955140,7cc210ce-e01b-40d3-abf6-1eac990435fe,666aabe7-50e2-4f88-b63d-404a5bccc988,86,2,2025-12-22 09:01:53
6affb41c-4b5d-43f1-840e-23125ca3d8e3,06a98ed6-b82b-4c1a-a111-6b78fe74f3d5,e308289a-2085-4616-8d71-c09ccf129c05,986,183,2026-02-01 09:01:53
03739c88-5621-4d7e-8af6-c8fa0b285e67,80dcba71-bc2a-453a-a389-8d740aad0d62,58a8bc47-3427-47ea-81bf-652da8970f65,33,0,2026-01-12 09:01:53
7fe8598d-6420-4ce9-953b-1ca8a5aa0889,9ac3c4f8-8799-4a25-8c8c-35df6812e13a,fa82835c-813e-4569-b522-c0770433179d,14,0,2026-02-17 09:01:53
2a00a91b-cfd9-410d-8cf1-ca21d38e1a3a,99d6072c-2a4a-44d6-b6e7-df015dc7a6f6,24b9e860-9801-4b53-972c-25e508ba1106,4,1,2026-02-05 09:01:53
ccdb7476-050a-4a02-a001-d09b54490a84,06078075-4a5e-4a5a-b7bc-63292bbdeac9,622aab1c-19b7-4137-ac1b-e50f5c14ad36,9,0,2025-10-24 09:01:53
3ab7f130-319c-4098-a7c0-8df809d37766,04d30830-b838-4ccc-a659-49aac2199326,5fc37245-1a67-4a67-a69c-b2d41b48358e,832,0,2025-12-20 09:01:53
cfd6aec1-e341-48da-a4e5-1983de33a21a,4da6810b-ade0-44dd-be8b-8df6eaaa1be8,57fb3dfa-2abd-45e3-a6b3-be632d76d176,43,0,2026-03-09 09:01:53
c3e2449f-55c6-49fd-a61a-3ba015150b52,704d079a-78fc-419a-ae08-4837b5b9bb6b,d76f1da5-40f6-4ae3-9e3a-55d5893146d7,0,0,2026-02-18 09:01:53
41ef317f-1438-451f-90c0-892bda59a52d,fcbac967-f3a2-439c-a6e1-2b34f8a0bfc4,82c59e8a-a54b-4cba-ae32-5ff2a9f8c6f9,8,0,2026-01-13 09:01:53
e02de5a6-bdd9-482c-a5f7-38963aa940ce,790d612c-2e3f-4f8f-a2ac-8f3a6ed2da73,a464622a-31f5-4f10-bac3-f562fdaf532f,10,0,2026-02-01 09:01:53
bfbec4ba-1946-4808-9a5d-5bcfd8172285,13271bac-f79d-4c2c-b205-ab78658c4768,e3d52ea7-801b-4c59-9437-bc2ed611b6bf,751,0,2026-01-02 09:01:53
9838ed30-e8f8-45a1-bec3-bb87f21654c1,b8b2d504-7540-45ac-990f-17dd91632b39,5b8d93be-042d-4bc6-922f-a17db61bfc41,72,2,2025-10-28 09:01:53
117c3246-20ed-48a0-878d-72ee585dc226,59f35b4f-3426-4022-9836-a7ba5ba22e44,58f08c14-d7f0-4295-8bda-00e92beadb84,84,3,2026-03-14 09:01:53
d49a6274-8242-48a3-92ef-76481714774a,2b000b49-710f-4f86-a425-e934f4768080,8dfa7371-f4bf-46d0-8410-d874bc1d8b6e,0,0,2026-03-01 09:01:53
c15661f5-4ebc-4531-b275-015d71c8a51c,e517bca9-62c6-49c3-a2ab-2aec6a3c10ff,cafaa1cd-79e0-43b2-98ff-c6179b36e049,4,1,2025-12-19 09:01:53
340d7e2e-19d2-4ee4-a178-3088d767d1c5,411d3ef1-75d1-4647-939c-3f70e7641b57,19456010-577b-40bc-a4ad-2563a96c29ac,63,15,2026-01-23 09:01:53
5e505061-5099-4a07-8d45-58d8268b437a,6efd78b0-6d03-4821-b009-6cecc73994fe,b1732b1d-a443-4a8b-a819-5d87e3476384,28,5,2025-10-19 09:01:53
e4255ba9-2dda-44bb-b384-32c140c5d66e,64464edd-df5a-43fa-8a28-8f454c8600c4,a4daa24b-04a2-4bb0-be89-5f7d8c72fc8c,656,47,2026-01-24 09:01:53
5c576b41-e259-4a97-9885-96426e540667,3539144c-9561-4b1c-abc6-2050cdf8d6be,12c47087-bf18-47f9-ac37-a7a9ab491b89,2,0,2026-02-01 09:01:53
1c192457-64a3-4b94-a785-51bc86fb1c8a,9e5c8655-e0d3-4cbc-b7b9-8c950597f4c3,0191bcee-7346-4d01-86e3-22d2286b7a90,838,0,2025-12-21 09:01:53
0d4cc857-438b-4c8f-884e-2ba46da0b548,3860a64c-c906-4b3d-a537-06f74fb1c9b6,c2e6d6ee-3c9e-4a52-ba89-3b9825424db4,715,0,2025-09-21 09:01:53
bc8410a2-af97-405c-b347-abf8432e8101,a802313e-71d3-42bb-a499-5b65c70f1154,cd9298fa-ffb0-413d-8703-62b09d4a8660,998,25,2025-12-28 09:01:53
064052c6-ef11-4c5f-b983-6a594791a89b,2064b500-d0b0-4cda-a924-e4e4caf50449,2ad5180c-2a60-46f1-8039-8485a47ab7e7,5,0,2025-12-10 09:01:53
18a6b179-4ac9-4ad7-9877-846a84c688e4,6bebd819-25a4-4fd1-a086-7798c5768e38,072f38ab-fe90-47fd-b756-7ec06ff5b436,781,0,2025-09-15 09:01:53
f120116b-2184-4b24-9620-041f8966b8a9,f1c4424d-25cf-4bb0-98a2-fd0384108f14,7b57c9b6-c9f9-49e0-bffc-cff24f700341,524,0,2025-11-17 09:01:53
258e1a74-0c81-44c7-a2b7-be8433b1a4e0,30188d10-adf4-409e-b70d-cdecfeae48a1,9dfb5d2b-d190-4495-9509-39bfc1e8f72c,35,0,2025-11-01 09:01:53
ddfb6c3a-486c-4cef-9c66-18e8224e6360,c999c4f9-2296-43b1-ad4c-10d6293ffbad,7b20372c-a3c1-41fe-b426-6b49e83275cc,56,12,2025-10-09 09:01:53
be2cb92c-7bab-4670-b313-47b5337c2f1a,dfddceb4-76ed-463c-af35-3a3617c687c0,842f38e3-647d-47d8-a40b-de34d3d40e7c,14,0,2025-11-11 09:01:53
85139182-0544-4e6d-9d34-443189c4a0af,d77c3f86-c273-4d53-bd61-a2084769a8e7,50812114-b007-4c34-afb3-bda0d8d8ae91,17,0,2025-11-12 09:01:53
23177f04-68c7-4730-a078-3f58bd3fea71,e1a4702d-1d6a-4889-8ff2-510463dcf348,e2f11684-a830-4f5f-a088-23cff4ae35e7,3,0,2025-10-22 09:01:53
770aea26-f77e-4327-9c20-f751705d3ab6,42856350-f21f-4efe-bf7e-7667d3bb482c,f695eed2-f449-4a89-997f-0020b0e12cf1,717,129,2025-12-04 09:01:53
50f08e63-47f9-4d89-9f51-1b315aabce7e,2042bb42-02f0-4773-89fb-63e096083f05,0743b78a-f4e0-45b4-b853-65501d63ea59,90,0,2025-10-25 09:01:53
f75c37db-f816-4ef0-99f1-56465d29b1c4,ea3b8170-57ba-455b-bdd4-599cdd73d1c5,e2d08e3d-c2e9-43b5-a620-c980a5bfcba8,56,0,2026-02-08 09:01:53
5c76b3d7-4443-46cf-b604-b69304eb122e,6ba99b3c-0140-4d6e-9476-7b2413d8bf35,4a01960e-0266-4970-b576-e999a83bdb50,440,87,2025-10-03 09:01:53
2ab172ad-383e-4946-b2f6-4768dc558ffd,e62ab8f3-47b9-4179-9b6e-e32038b0cfed,d41887ad-811f-48a5-b254-7c8d1ffab4db,163,0,2025-11-29 09:01:53
16bbfeec-b880-43ea-93dd-1daf48bb8419,11538f81-daa1-4499-b96e-bb0288063038,7db0e659-0d47-456a-b2bc-09b8c25da0fa,28,0,2025-09-30 09:01:53
05e6082c-70ad-49de-bb0b-06e2ec101677,76246940-2a51-47c2-b393-676aa5962339,cbe636e6-0b75-43dd-9539-0aa57f686da4,150,0,2025-11-11 09:01:53
6ad69789-ac57-4852-bb69-5afe9eef90c0,63c4db1b-8db5-42f2-85e7-f59f448fc608,4e32265f-016b-487e-9858-dd4adbe103d0,64,10,2025-12-21 09:01:53
d59fd029-d546-4825-88bc-c6b88b61fe59,dea4c1ea-6be8-4bdd-9789-dba0cbb46b63,4bc8f921-5024-4fe3-bb7c-3b1c19e0111f,65,0,2025-11-30 09:01:53
94bc3c2a-bd2a-496a-bf76-a053a3f05d82,88d13806-96c0-4501-8308-ef1c18a07d3a,2ae46f57-d3bb-45f9-9ce4-3c2743851718,4,0,2025-12-16 09:01:53
a7c66b5a-0727-407f-82a5-fac4eff0c380,8884c07b-5e65-4a9b-98c7-663f42ad9e92,ecb9323a-f1ba-4715-ae67-ecaf138d02ae,25,3,2025-11-29 09:01:53
0a1f669b-b222-4a2b-a332-3a6d2fb43172,6e8ab520-074b-4e27-9b5e-c2b156f0db19,d067d1ad-434f-4d29-9901-39382944463d,89,3,2026-01-26 09:01:53
747f3815-e48e-40b5-a4c7-42c4acee12de,580eb796-3fc4-4046-a194-5db64d1068b0,5e4ff805-136e-4e12-8be4-fea088e3e133,61,0,2025-11-16 09:01:53
305eda24-6074-4d12-8407-7b07acce4769,6115a43c-e1db-4e57-899e-17a6868c0ef9,837afe3e-0a1f-49d0-a55a-437221f382e4,93,0,2025-11-05 09:01:53
1568274b-e5a3-49cd-a5d6-7c8591ca241f,2b6f5bb4-9cc0-4718-9903-7671a22ec458,9f9c75a6-0a3b-46e9-ac5a-f86daca6f204,774,0,2026-03-04 09:01:53
eaacf214-425b-47e0-8311-b29e5d3ae3e3,7368102a-30a3-4092-a4b4-85e0d5943e8d,a2ec37a9-ba16-41b5-bef2-08e43b3b82f2,401,0,2026-03-12 09:01:53
8e339a27-5dbe-45f0-b347-e44bfa431d67,96982c75-ddd4-4af4-b042-71d9caf26c20,572d5c03-545a-49c5-b67b-9d8c27e82674,404,0,2025-11-04 09:01:53
d04d84b9-05ff-475f-8359-919140822a4a,59f546f7-aee5-4438-bb73-2c70507f6eb7,5bef6cfa-dafd-4e05-9513-a7473ff22c72,0,0,2026-01-08 09:01:53
8b595ae5-fcd7-4c0d-a7a5-404dd5e6e86c,f9861ea4-5176-492c-8de5-694d3f8fec05,948db9b1-51d2-4047-b1b7-9017b517c57e,897,0,2026-01-24 09:01:53
7105c728-864a-4040-940c-f94941f5626a,55a922ea-0828-4e26-9e98-b153c133b9db,47cb1157-9fb5-4104-853e-bcfca6f1ff20,32,0,2025-11-28 09:01:53
241bf115-cacf-4192-a247-861ec0ca76c5,6b790594-aab9-4178-8a65-437db84bb16e,1d61d65e-296e-4467-989d-9f20bfef560e,5,0,2026-01-03 09:01:53
10231ed6-753a-4454-b7e6-efad068c501e,f3d6fd83-646c-484b-b1bf-cc12333f5a7e,ee036720-9b5e-4158-a34c-05d30fbdfd91,479,0,2025-11-01 09:01:53
27d92ed1-4386-4d7f-9d07-22371d5e8190,b4a9c560-e976-4cf3-974c-5950b753c010,a76ea294-0e4f-408d-8e17-729bf2b1a6f6,50,1,2025-11-21 09:01:53
f7b6aa83-dddc-4c6f-9eb2-0b584c54df74,6771d252-fa71-422f-af22-e31ea9036d21,648869ec-34f3-460e-8824-d540b3c699fe,24,3,2025-12-19 09:01:53
af9cdbd5-6044-45d0-bf05-139024403984,c486d4af-ea98-478f-9e59-e7a279298036,31164673-2c70-4df0-8c45-84c73c920a50,54,3,2025-11-13 09:01:53
865edbfd-34d8-4f82-b735-6fc872808219,b0a733f2-93b5-43aa-88b4-0fd0a2ceb76f,23fcea65-b1a7-4b34-b046-c08db6cff82b,53,0,2025-12-19 09:01:53
ef63d2e5-d208-4733-8a2b-b0f6a54b3ded,f664c295-adc8-42c6-bedf-f90b568ac6bb,b3672299-084e-4653-9bc3-c8dbbbcadfa9,2,1,2026-01-08 09:01:53
a46fd5f9-c20c-44cd-bbd4-dfcc2d9e2c52,342b3473-9cc9-4d9c-be14-89d6d153cdef,96841a40-7aa9-4361-a22e-3e2e96b812de,10,0,2025-11-27 09:01:53
a38324d2-abf7-4ac0-8e1e-8cba192840e4,741ac976-02f8-4104-a69f-517fab33b6e8,62a0e5e6-2896-43cf-a912-f9a534edb9d5,99,0,2026-02-11 09:01:53
f127b6d1-a393-42c1-b1a8-7443273df822,da10a16a-bfb3-468f-a12c-f457b3070502,f47b3186-0ba4-4965-acfe-37e9d259b813,4,0,2025-12-22 09:01:53
e83c3f1c-9599-4d0b-ad8d-8f08441a2cd6,b36d981f-9917-4b6b-829f-38efe428109d,a463b66c-6873-4a05-96ba-6d4481292cf2,933,0,2026-03-09 09:01:53
2a6f57fe-7bf7-476b-ba04-2b37616ae260,aa1cd04b-485b-43bb-8864-66e370e12f7e,f6e44d57-b96a-4862-9d31-299f0ceda5c1,14,0,2025-12-23 09:01:53
9b8d445b-de85-4e3c-8443-fb8d5c4baf46,25ce1611-bb3b-4087-b5ab-7075422be234,bf202080-7fcb-4989-80e2-7343a314697a,14,3,2025-10-09 09:01:53
d407d8a0-9d16-43ce-a16c-589789e5f10d,794f1d35-544a-4eb9-8f3d-c702f683369a,9ee4909c-864e-4903-a64e-7148751eb421,200,46,2026-02-27 09:01:53
6fa036dc-7c20-4a01-b6a3-e17359d8c2ef,4a9acdb8-0ea8-4e38-acdf-50bc796709aa,dbcae594-d48b-429b-8549-760a91d8d5af,10,2,2026-02-14 09:01:53
b9a7baa6-edbd-4eed-b9ea-f10e311f460b,c559e1fd-6738-48f9-923d-b7b78be8a807,b8466595-c5c2-4f4d-840c-f21f68a4db11,76,10,2025-12-19 09:01:53
e9129287-7308-46cb-9557-c9ceed099a2d,0cb0d5a1-a9a1-4348-ad0b-cd087b62f843,1352edc4-6c4f-4762-b885-f811b4848676,29,0,2025-12-20 09:01:53
3180cecf-addb-4aca-a8bc-81a3ce56a7e5,d3c6fcec-2e4f-49f3-8511-79dd5dea21fa,2e335779-8fa1-4925-a31e-5764f38feeb9,64,0,2025-11-24 09:01:53
4ab2cff4-f08a-44fe-a62f-0c2bc665faa7,4558bad2-8e75-4485-8bed-381975be99d5,8e7831a9-bcf0-4fad-9de6-6b21ec225dca,7,0,2026-02-25 09:01:53
1ab44987-e843-40f5-9c49-ccb63288789d,5b7463cc-e549-4300-b5fa-b1fed45132ca,60b0ead8-7328-4244-bcb1-98d7cba6febe,99,0,2025-11-25 09:01:53
a0d33452-9551-4b70-9d9b-0f7aa6e67a60,7639d1f9-8028-447a-b06b-40c93d63ca64,4c4e235b-de90-4755-bbe8-942df185d338,89,0,2025-11-05 09:01:53
d237d433-d4c7-45ef-8a2b-4298c6bde383,26cb1ea6-527e-4d7d-a59f-c785040d12d0,d40a37fd-0ae9-4da3-8d75-fbe728d2d03e,10,0,2026-03-01 09:01:53
